word,ipa
হয়তো,hɔʲt̪o
সড়কের,ʃɔɽokeɾ
সৈয়দ,so͡i̯ʲod̪
সুপার,ʃupɐɾ
সমাবেশে,ʃɔmɐbeʃe
সংখ্যা,ʃɔŋkʰkʰɐ
শ্রমিক,sɾomik
রাতেই,ɾɐt̪e͡i̯
যদিও,ɟod̪i͡o̯
মুক্তিযোদ্ধা,mukt̪iɟod̪d̪ʱɐ
মালামাল,mɐlɐmɐl
মাথায়,mɐt̪ʰɐʲ
মন্ত্রণালয়,mɔnt̪ɾonɐlɔʲ
বৈঠক,bo͡i̯tʰok
বিভাগ,bibʱɐg
বিদ্যালয়ে,bid̪d̪ɐlɔʲe
প্রয়োজনীয়,pɾoʲoɟoniʲo
প্রশাসক,pɾoʃɐʃɔk
পরিণত,poɾinot̪
ডাক্তার,dɐkt̪ɐɾ
গোল,gol
এসেছে।,eʃecʰe।
আশপাশের,ɐʃpɐʃeɾ
"হয়েছে,","hoʲecʰe,"
সুবিধা,ʃubid̪ʱɐ
মুখোমুখি,mukʰomukʰi
মাসে,mɐʃe
মাসুদ,mɐʃud̪
মানুষকে,mɐnuʃke
বেশি।,beʃi।
বিদ্যালয়,bid̪d̪ɐlɔʲ
প্রশ্ন,pɾosno
প্রভাব,pɾobʱɐb
পাশের,pɐʃeɾ
পরিকল্পনা,poɾikɔlponɐ
দেখিয়ে,d̪ekʰiʲe
দাবিতে,d̪ɐbit̪e
থাকবে।,t̪ʰɐkbe।
তীব্র,t̪ibɾo
ছাড়াও,cʰɐɽɐ͡o̯
ছাত্র,cʰɐt̪ɾo
ঘটেছে,gʱotecʰe
গ্রুপের,gɾupeɾ
ক্লাব,klɐb
কিছুই,kicʰu͡i̯
এছাড়াও,ecʰɐɽɐ͡o̯
ঈদের,id̪eɾ
আপনি,ɐpni
আনতে,ɐnt̪e
হলেন,hɔlen
"যে,","ɟe,"
ম্যাজিস্ট্রেট,mɛɟistɾet
মূলত,mulɔt̪o
মাছ,mɐcʰ
ভিত্তিতে,bʱit̪t̪it̪e
ফেরত,pʰeɾt̪o
পেছনে,pecʰone
নেই,ne͡i̯
নিয়েই,niʲe͡i̯
নিয়মিত,niʲomit̪o
নিয়ন্ত্রণ,niʲont̪ɾon
দিক,d̪ik
জড়িয়ে,ɟoɽiʲe
জায়গা,ɟɐʲgɐ
জারি,ɟɐɾi
গ্রামে।,gɾɐme।
গোয়েন্দা,goʲend̪ɐ
কিছুটা,kicʰutɐ
কর্তব্যরত,kɔɾt̪obboɾɔt̪o
করেই,koɾe͡i̯
কমিশন,kɔmiʃon
এমপি,empi
এত,ɛt̪o
আহ্বায়ক,ɐhobɐʲok
আইনশৃংখলা,ɐ͡i̯nsɾiŋkʰɔlɐ
অভিযোগে,obʱiɟoge
সমিতির,ʃomit̪iɾ
সঠিক,ʃɔtʰik
মাত্র,mɐt̪ɾo
ভিডিও,bʱidi͡o̯
বিজ্ঞপ্তিতে,biggopt̪it̪e
পুলিশকে,puliʃke
পারেনি।,pɐɾeni।
পার,pɐɾ
পান,pɐn
পাকিস্তানের,pɐkist̪ɐneɾ
নেতাদের,net̪ɐd̪eɾ
থাকলেও,t̪ʰɐkle͡o̯
জীবন,ɟibɔn
জরুরি,ɟoɾuɾi
চালানো,cɐlɐno
গান,gɐn
কোন,kon
কোটি,koti
কিনা,kinɐ
এবারের,ebɐɾeɾ
আহতদের,ɐht̪ɔd̪eɾ
আত্মহত্যা,ɐt̪t̪ohɔt̪t̪ɐ
স্থান,st̪ʰɐn
সন্তান,ʃɔnt̪ɐn
সংস্থা,ʃɔŋɔst̪ʰɐ
শিশুটির,ʃiʃutiɾ
যেমন,ɟɛmon
ময়নাতদন্তের,mɔʲnɐt̪d̪ont̪eɾ
বক্তারা,bokt̪ɐɾɐ
প্রয়োজন,pɾoʲoɟon
প্রফেসর,pɾopʰeʃɔɾ
পুলিশে,puliʃe
পরিবহন,poɾibɔhon
পরিবর্তন,poɾibɔɾt̪on
নয়,nɔʲ
নেন,nen
নিখোঁজ,nikʰe͡ɐ̯̃ɟ
দুর্ঘটনা,d̪uɾgʱɔtonɐ
দখল,d̪ɔkʰl
তৃতীয়,t̪ɾit̪iʲo
জাহাঙ্গীর,ɟɐhɐŋgiɾ
চলতি,cɔlot̪i
গোলাম,golɐm
গোপন,gopon
কামাল,kɐmɐl
কামনা,kɐmonɐ
এভাবে,ebʱɐbe
আবদুস,ɐbd̪uʃ
আটকে,ɐtke
আছেন।,ɐcʰen।
অসুস্থ,ɔʃust̪ʰo
অবস্থার,ɔbost̪ʰɐɾ
অনুমতি,onumot̪i
হারিয়ে,hɐɾiʲe
সেরা,ʃeɾɐ
সাংবাদিক,ʃɐŋbɐd̪ik
সত্যতা,ʃot̪t̪ot̪ɐ
সতর্ক,ʃɔt̪ɔɾko
সংগ্রহ,ʃɔŋgɾoho
শুনে,ʃune
রাস্তার,ɾɐst̪ɐɾ
রাজি,ɾɐɟi
রাজশাহী,ɾɐɟʃɐhi
মাহমুদ,mɐhmud̪
বোর্ডের,boɾdeɾ
বিভাগে,bibʱɐge
বাজারের,bɐɟɐɾeɾ
ফায়ার,pʰɐʲɐɾ
প্রমাণ,pɾomɐn
পেরে,peɾe
পারেন,pɐɾen
পণ্য,ponno
নেমে,neme
নজরুল,nɔɟoɾul
ট্রাম্প,tɾɐmp
টেস্ট,test
জের,ɟeɾ
জিজ্ঞাসাবাদ,ɟiggɐʃɐbɐd̪
চুক্তি,cukt̪i
চিকিৎসার,cikit̪ʃɐɾ
গ্রেফতারের,gɾepʰt̪ɐɾeɾ
খুলে,kʰule
ক্ষোভ,kʰobʱ
কোথাও,kot̪ʰɐ͡o̯
কারণেই,kɐɾone͡i̯
ওরফে,oɾopʰe
উন্নত,unnɔt̪o
অনুষ্ঠানের,onuʃtʰɐneɾ
অনুরোধ,onuɾod̪ʱ
অধিনায়ক,od̪ʱinɐʲok
অত্যন্ত,ot̪t̪ont̪o
সড়কে,ʃɔɽke
স্বাভাবিক,ʃɐbʱɐbik
সেবা,ʃebɐ
সেখান,ʃekʰɐn
সাত,ʃɐt̪
সাংস্কৃতিক,ʃɐŋskɾit̪ik
সরাসরি,ʃɔɾɐʃoɾi
শিশুদের,ʃiʃud̪eɾ
মেনে,mene
মাসের,mɐʃeɾ
ভাংচুর,bʱɐŋcuɾ
বেড়ে,beɽe
বিস্তারিত,bist̪ɐɾit̪ɔ
বিরাজ,biɾɐɟ
পেতে,pet̪e
পরীক্ষার,poɾikkʰɐɾ
জন্ম,ɟɔnmo
চিৎকার,cit̪kɐɾ
চিঠি,citʰi
চলছে,colcʰe
ঘটনাস্থলেই,gʱɔtonɐst̪ʰɔle͡i̯
খুঁজে,kʰũɟe
কার্যকর,kɐɾɟokɔɾ
কারাগারে,kɐɾɐgɐɾe
করব।,koɾbo।
এম,em
একমাত্র,ɛkmɐt̪ɾo
উচিত।,ucit̪।
উচিত,ucit̪
আলাদা,ɐlɐd̪ɐ
অফিস,ɔpʰis
অনুষ্ঠান,onuʃtʰɐn
হলেন-,hɔlen-
স্বামীর,ʃɐmiɾ
সফল,ʃɔpʰol
সন্ত্রাসীরা,ʃɔnt̪ɾɐʃiɾɐ
সংকট,ʃɔŋkɔt
শতাধিক,ʃɔt̪ɐd̪ʱik
লীগে,lige
রাস্তায়,ɾɐst̪ɐʲ
রাস্তা,ɾɐst̪ɐ
বোন,bon
বিপুল,bipul
বাংলা,bɐŋlɐ
পড়তে,poɽt̪e
প্রশ্নের,pɾoʃneɾ
প্রতিনিধি,pɾot̪inid̪ʱi
পরও,pɔɾo
নিচে,nice
ধর্ষণ,d̪ʱɔɾʃɔn
দেয়ায়,d̪eʲɐʲ
দীর্ঘ,d̪iɾgʱo
থাকেন।,t̪ʰɐken।
তালিকায়,t̪ɐlikɐʲ
তাতে,t̪ɐt̪e
জবাবে,ɟɔbɐbe
ছাত্রী,cʰɐt̪ɾi
চাকরি,cɐkɾi
ঘুরে,gʱuɾe
গলায়,gɔlɐʲ
খেলতে,kʰelt̪e
খান।,kʰɐn।
কর্মরত,kɔɾmoɾɔt̪o
করি।,koɾi।
কমে,kome
আসর,ɐʃoɾ
আদায়,ɐd̪ɐʲ
আইনের,ɐ͡i̯neɾ
অভিযোগের,obʱiɟogeɾ
অবশ্যই,ɔboʃʃo͡i̯
অধিকার,od̪ʱikɐɾ
অধিকাংশ,od̪ʱikɐŋʃo
হল।,hɔl।
সম্ভাবনা,ʃɔmbʱɐbonɐ
শোক,ʃok
শিগগিরই,ʃigogiɾi
শিক্ষকের,ʃikkʰɔkeɾ
মাঠ,mɐtʰ
মন্তব্য,mɔnt̪obbo
মধ্যেই,mod̪d̪ʱe͡i̯
ভুল,bʱul
ব্যক্তিগত,bekt̪igɔt̪o
বিশ্বাস,biʃʃɐʃ
বিভাগীয়,bibʱɐgiʲo
বিদেশী,bid̪eʃi
বসবাস,bɔʃobɐʃ
"বলছেন,","bolcʰen,"
বরিশাল,boɾiʃɐl
পড়েছে,poɽecʰe
প্রতিমন্ত্রী,pɾot̪imɔnt̪ɾi
পারবেন।,pɐɾben।
নুরুল,nuɾul
নম্বর,nɔmbɔɾ
নদীর,nod̪iɾ
দেবে,d̪ebe
দাখিল,d̪ɐkʰil
টানা,tɐnɐ
জামিন,ɟɐmin
চীনের,cineɾ
চিকিৎসাধীন,cikit̪ʃɐd̪ʱin
খাদ্য,kʰɐd̪d̪o
করেননি।,kɔɾenni।
কমিশনের,kɔmiʃoneɾ
কমিশনার,kɔmiʃonɐɾ
উদ্দিনের,ud̪d̪ineɾ
আশ্রয়,ɐsɾɔʲ
আবাসিক,ɐbɐʃik
আপিল,ɐpil
অর্থনৈতিক,ɔɾt̪ʰono͡i̯t̪ik
অর্জন,ɔɾɟon
অফিসের,ɔpʰiseɾ
অপেক্ষা,ɔpekkʰɐ
অধ্যক্ষ,od̪d̪ʱokkʰo
হল-,hɔl-
সোপর্দ,sopɔɾd̪o
সহযোগী,ʃɔhoɟogi
সর্বোচ্চ,ʃɔɾbe͡ɐ̯cco
শুটিং,ʃutiŋ
লোক,lok
রেকর্ড,ɾekɔɾd
যাত্রী,ɟɐt̪ɾi
যাওয়ায়,ɟɐ͡o̯ʷɐʲ
মিয়া।,miʲɐ।
মামলাটি,mɐmlɐti
ব্যয়,bɛʲ
বেসরকারি,beʃoɾkɐɾi
ফিরিয়ে,pʰiɾiʲe
পড়েন।,pɔɽen।
প্রতিদিন,pɾot̪id̪in
প্রকল্পের,pɾokɔlpeɾ
পৌঁছে,pẽcʰe
পারবে,pɐɾbe
পলাতক,pɔlɐt̪ok
পদ,pɔd̪
নেতৃত্ব,net̪ɾit̪t̪o
নির্যাতনের,niɾɟɐt̪oneɾ
নদীতে,nod̪it̪e
দারুণ,d̪ɐɾun
তেমন,t̪ɛmon
তালিকা,t̪ɐlikɐ
টিকিট,tikit
ছাত্রলীগ,cʰɐt̪ɾolig
চায়,cɐʲ
চান,cɐn
গুলিবিদ্ধ,gulibid̪d̪ʱo
গুরুত্ব,guɾut̪t̪o
কালাম,kɐlɐm
করতেন।,koɾt̪en।
এনে,ene
আনন্দ,ɐnond̪o
অস্বীকার,ɔʃʃikɐɾ
অপরদিকে,ɔpɔɾd̪ike
সাংগঠনিক,ʃɐŋgtʰonik
সমর্থন,ʃɔmoɾt̪ʰon
যেখানে,ɟekʰɐne
যুবক,ɟubok
মিলে,mile
মিথ্যা,mit̪t̪ʰɐ
ভয়,bʱɔʲ
ভেতর,bʱet̪oɾ
ভিন্ন,bʱinno
ভাইস,bʱɐ͡i̯ʃ
বাড়ানো,bɐɽɐno
বহু,bohu
বলেন,bɔlen
ফুটবল,pʰutbɔl
পায়,pɐʲ
পারছেন,pɐɾcʰen
পাকিস্তান,pɐkist̪ɐn
পরিপ্রেক্ষিতে,poɾipɾekkʰit̪e
পরামর্শ,pɔɾɐmɔɾʃo
নেতারা,net̪ɐɾɐ
নির্মাণের,niɾmɐneɾ
ধাক্কা,d̪ʱɐkkɐ
দুর্নীতির,d̪uɾnit̪iɾ
ঢুকে,dʱuke
চিহ্নিত,cinhit̪o
কাল,kɐl
কর্মী,kɔɾmi
এরা,eɾɐ
এগুলো,egulo
আসছে।,ɐʃcʰe।
আসছিল।,ɐʃcʰilo।
আরেকটি,ɐɾekti
আপনার,ɐpnɐɾ
অফিসে,ɔpʰise
হতো।,hot̪o।
স্কুলে,skule
সোহেল,ʃohel
সুষ্ঠু,ʃuʃtʰu
সুপারিশ,ʃupɐɾiʃ
সরিয়ে,ʃoɾiʲe
সরবরাহ,ʃɔɾbɔɾɐh
সংস্থার,ʃɔŋɔst̪ʰɐɾ
সংগঠন,ʃɔŋgɔtʰon
শরীরে,ʃoɾiɾe
লেখা,lekʰɐ
রাত,ɾɐt̪
যুবলীগের,ɟuboligeɾ
যত,ɟɔt̪o
মেয়েকে,meʲeke
মুক্তি,mukt̪i
মিয়ানমার,miʲɐnmɐɾ
ব্যর্থ,bɛɾt̪ʰo
বোর্ড,boɾd
বিনিয়োগ,biniʲog
প্রয়োজন।,pɾoʲoɟon।
প্রকাশিত,pɾokɐʃit̪ɔ
পরিষ্কার,poɾiʃkɐɾ
পরই,pɔɾi
নিয়েছেন।,niʲecʰen।
দ্য,d̪ɛ
দাঁড়িয়ে,d̪ɐ̃ɽiʲe
দল।,d̪ɔl।
দরজা,d̪ɔɾɟɐ
তারপরও,t̪ɐɾpɔɾo
ডুবে,dube
টের,teɾ
জাকির,ɟɐkiɾ
চালক,cɐlok
চারটি,cɐɾti
চন্দ্র,cɔnd̪ɾo
কেন,keno
কৃষি,kɾiʃi
"করি,","koɾi,"
করি,koɾi
ওঠে।,otʰe।
ঋণ,ɾin
ঊর্ধ্বতন,uɾd̪ʱot̪on
উন্নয়নে,unnɔʲone
আশ্বাস,ɐʃʃɐʃ
আর্থিক,ɐɾt̪ʰik
আমিন,ɐmin
আবেদনের,ɐbed̪ɔneɾ
অ্যাটর্নি,ɛtoɾni
অনেকটা,ɔnektɐ
অঞ্চলের,ɔncoleɾ
সমাধান,ʃɔmɐd̪ʱɐn
সফরে,ʃɔpʰɔɾe
সকাল,ʃɔkɐl
শ্রমিকরা,sɾomikɔɾɐ
শুরুতে,ʃuɾut̪e
শীর্ষ,ʃiɾʃo
শারীরিক,ʃɐɾiɾik
রকম,ɾɔkom
ম্যানেজার,mɛneɟɐɾ
মৌসুমে,mo͡u̯ʃume
মোটরসাইকেল,motoɾsɐ͡i̯kel
মেয়ের,meʲeɾ
মৃত্যুতে,mɾit̪t̪ut̪e
মুখ,mukʰ
মন,mon
ভারতে,bʱɐɾt̪e
ভবনের,bʱɔboneɾ
ব্যারিস্টার,bɛɾistɐɾ
ব্যবস্থাপনা,bɛbost̪ʰɐponɐ
বাসিন্দা,bɐʃind̪ɐ
বারবার,bɐɾbɐɾ
বন্ধু,bond̪ʱu
বন্দর,bond̪ɔɾ
ফাইনালে,pʰɐ͡i̯nɐle
প্রেমের,pɾemeɾ
প্রায়ই,pɾɐʲi
প্রতিবেদনে,pɾot̪ibed̪ɔne
প্রক্রিয়া,pɾokɾiʲɐ
পৌরসভার,po͡u̯ɾoʃbʱɐɾ
পারেননি।,pɐɾenni।
পরের,pɔɾeɾ
নিয়ম,niʲom
নিজেই,niɟe͡i̯
ধারণ,d̪ʱɐɾon
তোলা,t̪olɐ
তারপর,t̪ɐɾpɔɾ
তদন্তের,t̪ɔd̪ont̪eɾ
জানায়।,ɟɐnɐʲ।
জনগণ,ɟɔngɔn
ছবির,cʰobiɾ
ঘণ্টা,gʱɔntɐ
খোঁজ,kʰe͡ɐ̯̃ɟ
খারাপ,kʰɐɾɐp
খন্দকার,kʰɔnd̪okɐɾ
কয়েকদিন,kɔʲekd̪in
ক্ষুব্ধ,kʰubd̪ʱo
কিছুদিন,kicʰud̪in
কারা,kɐɾɐ
কর্পোরেশনের,kɔɾpe͡ɐ̯ɾeʃoneɾ
করেছিলেন।,koɾecʰilen।
করেও,koɾe͡o̯
কঠোর,kɔtʰoɾ
এবারও,ebɐɾo
আহমেদ।,ɐhomed̪।
আনোয়ার,ɐnoʷɐɾ
"আছে,","ɐcʰe,"
আক্রান্ত,ɐkɾɐnt̪o
আওতায়,ɐ͡o̯t̪ɐʲ
অ্যান্ড,ɛnd
"হোসেন,","hosen,"
"হবে,","hɔbe,"
হত্যাকাণ্ডের,hot̪t̪ɐkɐndeɾ
স্বজনরা,ʃɔɟɔnɾɐ
স্থাপন,st̪ʰɐpon
সম্পূর্ণ,ʃɔmpuɾno
সমাজের,ʃɔmɐɟeɾ
সংঘর্ষ,ʃɔŋgʱɔɾʃo
যানবাহন,ɟɐnbɐhon
যাদের,ɟɐd̪eɾ
মোল্লা,mollɐ
মান,mɐn
ভিসি,bʱiʃi
বেরিয়ে,beɾiʲe
বেঁধে,bẽd̪ʱe
বিশ্ব,biʃʃo
বাসা,bɐʃɐ
বল,bɔl
বই,bo͡i̯
ফোনে,pʰone
ফাঁস,pʰɐ̃ʃ
প্রশাসন,pɾoʃɐʃon
প্রকৌশলী,pɾoko͡u̯ʃoli
পেয়েছেন,peʲecʰen
পিটিয়ে,pitiʲe
পার্শ্ববর্তী,pɐɾʃobɔɾt̪i
নূর,nuɾ
নির্ধারিত,niɾd̪ʱɐɾit̪ɔ
নির্ধারণ,niɾd̪ʱɐɾon
নদী,nod̪i
দেখার,d̪ɛkʰɐɾ
দিনে,d̪ine
তুলনায়,t̪ulnɐʲ
জোর,ɟoɾ
জীবনের,ɟibɔneɾ
ছুটে,cʰute
চৌধুরী।,co͡u̯d̪ʱuɾi।
চিৎকারে,cit̪kɐɾe
গ্রাম,gɾɐm
গ্রহণের,gɾohoneɾ
গ্যাস,gɛʃ
গানের,gɐneɾ
গল্প,gɔlpo
গরু,goɾu
খোলা,kʰolɐ
খানের,kʰɐneɾ
খরচ,kʰɔɾoc
কারখানার,kɐɾkʰɐnɐɾ
করিম,koɾim
করা।,kɔɾɐ।
ওষুধ,oʃud̪ʱ
একজনকে,ɛkɟonke
উপহার,upohɐɾ
উত্তেজনা,ut̪t̪eɟɔnɐ
উইকেট,u͡i̯ket
আসে,ɐʃe
আইনে,ɐ͡i̯ne
অপরাধ,ɔpoɾɐd̪ʱ
অথবা,ɔt̪ʰobɐ
হয়নি,hɔʲni
হামলায়,hɐmlɐʲ
হক।,hɔk।
সে।,ʃe।
সুস্থ,ʃust̪ʰo
সুমন,ʃumɔn
সফর,ʃɔpʰɔɾ
শুভেচ্ছা,ʃubʱeccʰɐ
শরীরের,ʃoɾiɾeɾ
রয়েছেন,ɾɔʲecʰen
রায়ের,ɾɐʲeɾ
যুবকের,ɟubokeɾ
যুগ্ম,ɟugmo
যশোর,ɟɔʃoɾ
মুহূর্তে,muhuɾt̪e
মহাসড়কের,mɔhɐʃɔɽkeɾ
মসজিদে,mɔnoɟid̪e
ভয়ে,bʱɔʲe
ভ্রাম্যমাণ,bʱɾɐmmomɐn
ভোরে,bʱoɾe
ব্যবসায়ীদের,bɛbʃɐʲid̪eɾ
বৃদ্ধি,bɾid̪d̪ʱi
বুঝতে,buɟʱt̪e
বালু,bɐlu
বাণিজ্য,bɐniɟɟo
বলার,bɔlɐɾ
ফারুক,pʰɐɾuk
পয়েন্ট,pɔʲent
পড়েছেন,poɽecʰen
পড়লে,pɔɽle
প্রতিপক্ষ,pɾot̪ipɔkkʰo
প্রচণ্ড,pɾocondo
পূর্ব,puɾbo
পুরনো,puɾono
পারেনি,pɐɾeni
পানির,pɐniɾ
পান।,pɐn।
পরদিন,pɔɾd̪in
নিয়েও,niʲe͡o̯
নির্বাচনী,niɾbɐconi
দেবে।,d̪ebe।
দেখানো,d̪ɛkʰɐno
দায়িত্বে,d̪ɐʲit̪t̪e
"দাবি,","d̪ɐbi,"
তৎপরতা,t̪ɔt̪pɔɾot̪ɐ
টিম,tim
জন্য।,ɟonno।
চাওয়া,cɐ͡o̯ʷɐ
ঘটেছে।,gʱotecʰe।
খুন,kʰun
কুপিয়ে,kupiʲe
কালো,kɐlo
কার্যালয়ের,kɐɾɟɐlɔʲeɾ
কর্মীরা,kɔɾmiɾɐ
করেনি।,kɔɾeni।
করছিলেন।,koɾcʰilen।
কঠিন,kotʰin
কক্ষে,kokkʰe
এসেছে,eʃecʰe
উদ্দেশে,ud̪d̪eʃe
ঈদ,id̪
"ইসলাম,","islɐm,"
ইউনিয়নে,i͡u̯niʲone
আলী।,ɐli।
আলম।,ɐlom।
অবিলম্বে,ɔbilɔmbe
অপহরণ,ɔpohoɾon
হয়েছিল,hoʲecʰilo
সেলিম,selim
সাইফুল,sɐ͡i̯pʰul
সমস্যার,ʃɔmoʃʃɐɾ
সপ্তাহে,ʃɔpt̪ɐhe
সংঘর্ষে,ʃɔŋgʱɔɾʃe
শহরে,ʃɔhoɾe
লাশটি,lɐʃti
র‌্যালি,ɾɛli
রিপোর্ট,ɾipoɾt
রফিকুল,ɾopʰikul
ম্যাচের,mɛceɾ
মাহবুব,mɐhobub
মানববন্ধনে,mɐnobbɔnd̪ʱone
মাদ্রাসার,mɐd̪ɾɐʃɐɾ
মাদ্রাসা,mɐd̪ɾɐʃɐ
মরহুমের,moɾhumeɾ
ভবন,bʱɔbon
ব্যবসায়ীরা,bɛbʃɐʲiɾɐ
বেতন,bɛt̪on
বেঞ্চ,benc
বাহিনী,bɐhini
বাতিল,bɐt̪il
বঞ্চিত,bɔncit̪o
ফেরার,pʰeɾɐɾ
ফল,pʰɔl
পড়ার,pɔɽɐɾ
প্রকৃত,pɾokɾit̪o
পেলে,pele
পাঠানোর,pɐtʰɐnoɾ
পাওয়ায়,pɐ͡o̯ʷɐʲ
পা,pɐ
পথ,pɔt̪ʰ
নিয়েছে,niʲecʰe
দফায়,d̪ɔpʰɐʲ
তৈরির,t̪o͡i̯ɾiɾ
তার।,t̪ɐɾ।
তাদেরকে,t̪ɐd̪eɾke
ডেকে,deke
জন্যই,ɟonno͡i̯
ছাত্রীর,cʰɐt̪ɾiɾ
চিহ্ন,cinho
চিন্তা,cint̪ɐ
চাহিদা,cɐhid̪ɐ
চান।,cɐn।
চাই,cɐ͡i̯
চত্বরে,cot̪ʃɔɾe
ঘটে,gʱɔte
গাছ,gɐcʰ
খেলোয়াড়,kʰeloʷɐɽ
খেতে,kʰet̪e
কোম্পানির,kompɐniɾ
কে,ke
কর্মকর্তার,kɔɾmokɔɾt̪ɐɾ
উঠেছে,utʰecʰe
ইকবাল,ikbɐl
আসেন।,ɐʃen।
আমলে,ɐmole
আবদুল্লাহ,ɐbd̪ullɐh
অর্থাৎ,ɔɾt̪ʰɐt̪
অবনতি,ɔbonot̪i
অনিয়ম,ɔniʲom
অজ্ঞাত,ɔggɐt̪
‘আমি,‘ɐmi
স্বাধীন,ʃɐd̪ʱin
স্বাগত,ʃɐgɔt̪o
স্বাক্ষর,ʃɐkkʰoɾ
স্থায়ী,st̪ʰɐʲi
সামরিক,ʃɐmoɾik
সহজ,ʃɔhoɟ
সর্বশেষ,ʃɔɾboʃeʃ
সরে,ʃɔɾe
শিশুটিকে,ʃiʃutike
র‌্যাব,ɾɛbo
মিলিয়ে,miliʲe
মায়ের,mɐʲeɾ
মামুন,mɐmun
মানুষ।,mɐnuʃ।
"মতে,","mɔt̪e,"
বোমা,bomɐ
বিজয়ীদের,biɟɔʲid̪eɾ
বাড়াতে,bɐɽɐt̪e
বাস,bɐs
বরাদ্দ,bɔɾɐd̪d̪o
বরং,bɔɾoŋ
বদলে,bod̪le
ফলাফল,pʰɔlɐpʰɔl
প্রিমিয়ার,pɾimiʲɐɾ
প্রশিক্ষণ,pɾoʃikkʰon
প্রযুক্তি,pɾoɟukt̪i
প্রভাবশালী,pɾobʱɐbʃɐli
পোশাক,poʃɐk
পারেননি,pɐɾenni
পারবে।,pɐɾbe।
পরিবেশন,poɾibeʃon
পণ্যের,ponneɾ
নারীর,nɐɾiɾ
দোকান,d̪okɐn
দিচ্ছে।,d̪iccʰe।
দায়ী,d̪ɐʲi
দায়,d̪ɐʲ
তেল,t̪el
ট্রাক,tɾɐk
ঝুঁকি,ɟʱũki
জেলায়,ɟelɐʲ
"জানিয়েছেন,","ɟɐniʲecʰen,"
জমির,ɟomiɾ
গবেষণা,gɔbeʃonɐ
কেবল,kebol
কেন্দ্রে,kend̪ɾe
কর্মচারী,kɔɾmocɐɾi
কবির,kobiɾ
এটাই,etɐ͡i̯
একসঙ্গে,ɛkʃoŋge
উপস্থিতি,upost̪ʰit̪i
আয়োজনে,ɐʲoɟone
আসামিরা,ɐʃɐmiɾɐ
আশংকা,ɐʃoŋkɐ
আরব,ɐɾɔbo
আপনারা,ɐpnɐɾɐ
আধুনিক,ɐd̪ʱunik
