,Inflected_Word,Lemma,POS
664,মিশ্রিত,মিশ্র,POSবিণ
665,হইয়া,হওয়া,POSক্রি
666,অভ্রভেদ,অভ্রভেদ,POSবি
667,করিয়া,করা,POSঅব্য
668,নির্নিমেষ,নির্নিমেষ,POSবিণ
669,নক্ষত্রলোকের,নক্ষত্রলোক,POSবি
670,দিকে,দিক,POSবি
671,উত্থিত,উত্থান,POSবি
672,হইল,হয়,POSক্রি
673,মানবিকতার,মানব,POSবি
674,দায়ে,দায়ে,POSবি
675,কেউ,কে,POSসর্ব
676,যদি,যদি,POSঅব্য
677,আত্মত্যাগ,আত্মত্যাগ,POSবি
678,করেও,করা,POSক্রি
679,ভিতরে,ভিতর,POSবি
680,ভিতরে,ভিতর,POSবি
681,আফশোস,আফশোস,POSবি
682,হবে,হওয়া,POSক্রি
683,না,না,POSঅব্য
684,তো,তো,POSঅব্য
685,যে,যে,POSসর্ব
686,অমূল্য,মূল্য,POSবি
687,মি,মি,UNK
688,টাইম,টাইম,UNK
689,হেলায়,হেলা,POSক্রি
690,নষ্ট,নষ্ট,POSবিণ
691,হল,হওয়া,POSক্রি
692,স্ত্রী,স্ত্রী,POSবি
693,কহিল,কহা,POSক্রি
694,কেহ,কেউ,POSসর্ব
695,আসে,আসা,POSক্রি
696,নাই,না,POSঅব্য
697,আমি,আমি,POSসর্ব
698,গুরুদেবের,গুরুদেব,POSবি
699,গৃহে,গৃহ,POSবি
700,গিয়াছিলাম,যাওয়া,POSক্রি
701,স্বামী,স্বামী,POSবি
702,পরেশ,পরেশ,NNP
703,হীনাবস্থা,হীনঅবস্থা,POSবি
704,হইতে,হওয়া,POSক্রি
705,সম্প্রতি,সম্প্রতি,POSক্রিবিণ
706,নিজের,নিজ,POSসর্ব
707,উপার্জনে,উপার্জন,POSবি
708,কিঞ্চিৎ,কিঞ্চিৎ,POSবিণ
709,অবস্থার,অবস্থা,POSবি
710,উন্নতি,উন্নতি,POSবি
711,করিয়াছে,করা,POSক্রি
712,সংসারের,সংসার,POSবি
713,বাহিরে,বাহিরে,POSবি
714,যদি,যদি,POSঅব্য
715,কোথাও,কোথা,POSঅব্য
716,মিলন,মিলন,POSবি
717,হইয়া,হওয়া,POSক্রি
718,থাকে,থাকা,POSক্রি
719,তো,তো,POSঅব্য
720,আজ,আজ,POSবি
721,উভয়ের,উভয়,POSসর্ব
722,অপরাধ,অপরাধ,POSবি
723,উভয়ে,উভয়,POSবিণ
724,বোধ,বোধ,POSবি
725,করি,করা,POSক্রি
726,মার্জনা,মার্জনা,POSবি
727,করিয়াছে,করা,POSক্রি
728,আরও,আর,POSঅব্য
729,বিড়ম্বনায়,বিড়ম্বনা,POSবি
730,বৃদ্ধাশ্রম,বৃদ্ধাশ্রম,POSবি
731,বিধবাশ্রম,বিধবাআশ্রম,POSবি
732,সংশোধনাগার,সংশোধনঅগার,POSবি
733,বা,বা,POSঅব্য
734,আশ্রমের,আশ্রম,POSবি
735,আবাসিকেরা,আবাসন,POSবি
736,খ্যাতি,খ্যাত,POSবিণ
737,যশ,যশ,POSবি
738,জনতার,জনতা,POSবি
739,উপযোগী,উপযোগী,POSবিণ
740,করিয়া,করা,POSঅব্য
741,আমার,আমি,POSসর্ব
742,গাত্রে,গাত্র,POSবি
743,কঠিন,কঠিন,POSবিণ
744,চর্মাবরণ,চর্মাবরণ,POSবি
745,দিয়া,দেওয়া,POSঅব্য
746,দেন,দেওয়া,POSক্রি
747,নাই,না,POSঅব্য
748,তাঁহার,তিনি,POSসর্ব
749,এই,এই,POSসর্ব
750,বিধান,বিধান,POSবি
751,ছিল,থাকা,POSক্রি
752,যে,যে,POSসর্ব
753,যদি,যদি,POSঅব্য
754,তুমি,তুমি,POSসর্ব
755,আত্মরক্ষা,আত্মরক্ষা,POSবি
756,করিতে,করা,POSক্রি
757,চাও,চাওয়া,POSক্রি
758,তো,তো,POSঅব্য
759,একটু,এক,POSবিণ
760,নিরালার,নিরালা,POSবি
761,মধ্যে,মধ্যে,POSক্রিবিণ
762,বাস,বাস,POSবি
763,করিয়ো,করা,POSক্রি
764,তাই,তা,POSঅব্য
765,বলাই,বলা,POSক্রি
766,যায়,যায়,POSক্রি
767,বৃহস্পতি,বৃহস্পতি,NNP
768,শনি,শনি,NNP
769,যদি,যদি,POSঅব্য
770,না,না,POSঅব্য
771,থাকত,থাকা,POSক্রি
772,তা,তা,POSঅব্য
773,হলে,হওয়া,POSক্রি
774,পৃথিবীকে,পৃথিবী,NNP
775,বাসযোগ্য,বাসযোগ্য,POSবিণ
776,গ্রহ,গ্রহ,POSবি
777,বলে,বলে,POSক্রিবিণ
778,কি,কি,POSঅব্য
779,চিনত,চেনা,POSক্রি
780,লোকে,লোক,POSবি
781,বেশ,বেশ,POSক্রিবিণ
782,কিছু,কিছু,POSবিণবিণ
783,ক্ষণ,ক্ষণ,POSবি
784,লড়াই,লড়াই,POSবি
785,চালিয়ে,চালানো,POSক্রি
786,ঢলে,ঢলা,POSক্রি
787,পড়ে,পড়া,POSক্রিবিণ
788,বাঘিনী,বাঘ,POSবি
789,এই,এ,POSঅব্য
790,যে,যে,POSসর্ব
791,প্রবল,প্রবল,POSবিণ
792,লাথি,লাথি,POSবি
793,লাঠি,লাঠি,POSবি
794,বন্দুক,বন্দুক,POSবি
795,বাহিনীর,বাহিনী,POSবি
796,দেশ,দেশ,POSবি
797,সেই,সেই,POSসর্ব
798,দেশের,দেশ,POSবি
799,জন্য,জন্য,POSঅব্য
800,প্রেমসুধারসের,প্রেমসুধারস,POSবি
801,মধ্যে,মধ্যে,POSক্রিবিণ
802,অন্য,অন্য,POSবিণ
803,মানুষের,মানুষ,POSবি
804,মুক্তির,মুক্ত,POSবিণ
805,কথা,কথা,POSবি
806,কেন,কেন,POSঅব্য
807,কবে,কবে,POSক্রি
808,কোথায়,কোথা,POSক্রি
809,তার,তার,POSবি
810,ফলে,ফল,POSবি
811,সূর্যের,সূর্য,POSবি
812,আলো,আলো,POSবি
813,আর,আর,POSঅব্য
814,পৃথিবীতে,পৃথিবী,NNP
815,পৌঁছতে,পৌঁছানো,POSক্রি
816,পারতো,পারা,POSক্রি
817,না,না,POSঅব্য
818,কর্নাটকে,কর্নাটক,NNP
819,আবার,আবার,POSক্রিবিণ
820,সাদা,সাদা,POSবিণ
821,পোস্ত,পোস্ত,POSবি
822,গুড়,গুড়,POSবি
823,নারকেল,নারকেল,POSবি
824,আর,আর,POSঅব্য
825,দুধ,দুধ,POSবি
826,দিয়ে,দেওয়া,POSঅব্য
827,এক,এক,POSবিণ
828,রকমের,রকম,POSবি
829,পায়েস,পায়েস,POSবি
830,হয়,হয়,POSঅব্য
831,প্রতিটা,প্রতি,POSবিণ
832,গোল,গোল,POSবি
833,আলাদা,আলাদা,POSবিণ
834,করে,করা,POSক্রি
835,খুলে,খোলা,POSক্রি
836,রাখুন,রাখা,POSক্রি
837,অরণ্যপথ,অরণ্যপথ,POSবি
838,দিয়া,দেওয়া,POSঅব্য
839,যখন,যখন,POSক্রিবিণ
840,তৃষ্ণাতুর,তৃষ্ণা,POSবি
841,পথিক,পথিক,POSবিণ
842,সরোবরের,সরোবর,POSবি
843,দিকে,দিক,POSবি
844,ধাবিত,ধাওয়া,POSবিণ
845,হয়,হয়,POSঅব্য
846,তখন,তখন,POSঅব্য
847,শুষ্ক,শুষ্ক,POSবিণ
848,পত্ররাশি,পত্ররাশি,POSক্রিবিণ
849,তাঁহার,তিনি,POSসর্ব
850,মাথার,মাথা,POSবি
851,উপর,উপর,POSবিণ
852,ঝরিতে,ঝরা,POSক্রি
853,থাকিলে,থাকা,POSক্রি
854,তিনি,তিনি,POSসর্ব
855,কি,কি,POSঅব্য
856,ভ্রূক্ষেপ,ভ্রূক্ষেপ,POSবি
857,করেন,করা,POSক্রি
858,পরেশ,পরেশ,NNP
859,গৃহে,গৃহ,POSবি
860,আসিয়া,আসা,POSক্রি
861,মুক্তদ্বার,মুক্তদ্বার,POSক্রি
862,দেখিয়া,দেখা,POSক্রি
863,স্ত্রীকে,স্ত্রী,POSবি
864,জিজ্ঞাসা,জিজ্ঞাসা,POSবি
865,করিলেন,করা,POSক্রি
866,এখানে,এখান,POSবি
867,কে,কে,POSসর্ব
868,আসিয়াছিল,আসা,POSক্রি
869,তারা,তারা,POSবি
870,নথিপত্র,নথিপত্র,POSবি
871,পরীক্ষা,পরীক্ষা,POSবি
872,করে,করা,POSক্রি
873,চূড়ান্ত,চূড়ান্ত,POSবিণ
874,ঘোষণা,ঘোষণা,POSবি
875,করবে,করা,POSক্রি
876,পাশাপাশি,পাশাপাশি,POSক্রিবিণ
877,দুই,দুই,POSবিণ
878,কুঠুরিতে,কুঠুরি,POSবি
879,দুই,দুই,POSবিণ
880,চেনা,চেনা,POSক্রি
881,লোক,লোক,POSবি
882,রবীন্দ্রনাথ,রবীন্দ্রনাথ,NNP
883,আর,আর,POSঅব্য
884,মাইকেল,মাইকেল,NNP
885,মধুসূদন,মধুসূদন,NNP
886,ঘোর,ঘোর,POSবিণ
887,শীতে,শীত,POSবি
888,বরফঘেরা,বরফঘেরা,POSবি
889,ডাল,ডাল,NNP
890,লেকে,লেক,NNP
891,আমাদের,আমি,POSসর্ব
892,শিকারা,শিকারা,POSবি
893,চালাচ্ছিল,চালানো,POSক্রি
894,সেই,সেই,POSসর্ব
895,বছর,বছর,POSবি
896,কুড়ির,কুড়ি,POSবিণ
897,ছেলে,ছেলে,POSবি
898,গান,গান,POSবি
899,গাইতে,গাওয়া,POSক্রি
900,গাইতে,গাওয়া,POSক্রি
901,প্রদীপবাবুদের,প্রদীপবাবু,NNP
902,লড়াই,লড়াই,POSবি
903,সফল,সফল,POSবিণ
904,হয়েছে,হওয়া,POSক্রি
905,বাজেটের,বাজেট,POSবি
906,প্রস্তুতি,প্রস্তুত,POSবিণ
907,পর্বে,পর্ব,POSবি
908,সব,সব,POSসর্ব
909,রাজ্যের,রাজ্য,POSবি
910,অর্থদের,অর্থ,POSবি
911,সঙ্গে,সঙ্গ,POSবি
912,বৈঠকে,বৈঠক,POSবি
913,বসেছিলেন,বসা,POSক্রি
914,অরুণ,অরুণ,NNP
915,জেটলি,জেটলি,NNP
916,থেকে,থেকে,POSঅব্য
917,প্রশাসনের,প্রশাসন,POSবি
918,আচরণে,আচরণ,POSবি
919,একটা,এক,POSবিণ
920,পরিবর্তন,পরিবর্তন,POSবি
921,আসে,আসা,POSক্রি
922,তোমরা,তুমি,POSসর্ব
923,এ,এ,POSসর্ব
924,গল্পের,গল্প,POSবি
925,মধ্যে,মধ্যে,POSক্রিবিণ
926,মাথামুণ্ডু,মাথামুণ্ডু,POSবি
927,অর্থ,অর্থ,POSবি
928,কী,কী,POSসর্ব
929,আছে,আছে,POSক্রি
930,বুঝিতে,বোঝা,POSক্রি
931,পার,পারা,POSক্রি
932,নাই,না,POSঅব্য
933,জঙ্গলে,জঙ্গল,POSবি
934,নিয়ে,নেওয়া,POSক্রি
935,যাওয়ার,যাওয়া,POSক্রি
