,Inflected_Word,POS,Lemma
755,ভারতের,NNP,ভারত
756,ঐতিহাসিক,JJ,ঐতিহাসিক
757,বৈদিক,NNP,বৈদিক
758,ধর্মে,NN,ধর্ম
759,এই,DT,এ
760,ধর্মের,NN,ধর্ম
761,শিকড়,VBN,শিকড়
762,নিবদ্ধ,VB,নিবদ্ধ
763,হিন্দুধর্মকে,NN,হিন্দুধর্ম
764,বলা,VB,বলা
765,হয়,VB,হয়
766,পৃথিবীর,NN,পৃথিবী
767,প্রাচীনতম,JJS,প্রাচীনতম
768,ধর্ম,NN,ধর্ম
769,কারন,IN,কারন
770,এটি,PRP,এ
771,প্রাচীনযুগে,JJ,প্রাচীন
772,আর্বিভূত,VBD,আর্বিভূত
773,হয়েছে,VB,হওয়া
774,এই,DT,এ
775,ধর্মের,NN,ধর্ম
776,অনুগামীদের,NNS,অনুগামী
777,সংখ্যা,NN,সংখ্যা
778,প্রায়,RB,প্রায়
779,১০০,NUM,তির
780,কোটি,NNS,কোটি
781,এদের,DT,এ
782,মধ্যে,RB,মধ্য
783,প্রায়,RB,প্রায়
784,৯০,NUM,ে
785,কোটি,NNS,কোটি
786,হিন্দু,NNP,হিন্দু
787,বাস,VB,বাস
788,করেন,VB,করা
789,ভারতীয়,JJ,ভারত
790,প্রজাতন্ত্রে,NNP,প্রজাতন্ত্র
791,হিন্দুধর্মের,NN,হিন্দুধর্ম
792,শাস্ত্রগ্রন্থের,NNS,শাস্ত্রগ্রন্থে
793,সংখ্যা,NN,সংখ্যা
794,প্রচুর,JJ,প্রচুর
795,অনেকের,JJ,অনেক
796,ধারণা,VBP,ধারণা
797,যে,IN,যে
798,মুহাম্মদ,NNP,মুহাম্মদ
799,হলেন,VB,হওয়া
800,এই,DT,এ
801,ধর্মের,NN,ধর্ম
802,প্রবর্তক,NN,প্রবর্তক
803,সপ্তম,JJ,সপ্তম
804,শতকে,NN,শতক
805,তিনি,PRP,তিনি
806,এই,DT,এ
807,ধর্ম,NN,ধর্ম
808,পুনঃপ্রচার,VB,পুনঃপ্রচার
809,করেন,VB,করা
810,পবিত্র,NNP,পবিত্র
811,কুরআন,NNP,কুরআন
812,ইসলাম,NN,ইসলাম
813,ধর্মের,NNP,ধর্ম
814,মূল,JJ,মূল
815,ধর্মগ্রন্থ,NN,ধর্মগ্রন্থ
816,মুসলমানরা,NNP,মুসলমান
817,দৃঢ়ভাবে,RB,দৃঢ়ভাব
818,বিশ্বাস,NN,বিশ্বাস
819,করে,VB,করা
820,মৃত্যুর,NN,মৃত্যু
821,পরে,VB,পর
822,পুনরুত্থানের,NN,পুনরুত্থান
823,উপর,JJ,উপর
824,এই,DT,এ
825,দিনটিকে,NN,দিন
826,হাশরের,NNP,হাশর
827,দিন,NNP,দিন
828,বলা,VB,বলা
829,হয়,VB,হয়
830,ইহুদি,NNP,ইহুদি
831,ও,CC,ও
832,খৃস্ট,NNP,খৃস্ট
833,ধর্মের,NN,ধর্ম
834,ন্যায়,IN,ন্যায়
835,ইসলাম,NNP,ইসলাম
836,ধর্মও,NN,ধর্ম
837,ইব্রাহিমীয়,NNP,ইব্রাহিত
838,এবং,CC,এবং
839,দ্বিতীয়,JJ,দ্বিতীয়
840,বৃহত্তম,JJS,বৃহত্তম
841,ধর্মাবলম্বী,JJ,ধর্মাবলম্বী
842,গোষ্ঠী,NN,গোষ্ঠী
843,আরবে,NNP,আরব
844,এ,JJ,এ
845,ধর্মের,NN,ধর্ম
846,গোড়াপত্তন,VB,গোড়াপত্তন
847,হলেও,IN,হওয়া
848,অধিকাংশ,JJS,অধিকাংশ
849,মুসলমান,NNP,মুসলমান
850,অন্যাংশের,NNS,অন্যাংশ
851,আরব,NN,আরব
852,দেশের,NNS,দেশ
853,মুসলমানরা,NNS,মুসলমান
854,মোট,JJ,মোট
855,মুসলমান,NNS,মুসলমান
856,জনসংখ্যার,NN,জনসংখ্যা
857,শতকরা,NN,শতকরা
858,মাত্র,RB,মাত্র
859,২০,NUM,ে
860,বিশ,CD,বিশ
861,ভাগ,VB,ভাগ
862,তাই,RB,তা
863,সাধারণভাবে,JJ,সাধারণ
864,প্রোটন,NNS,প্রোটন
865,সংখ্যা,NN,সংখ্যা
866,দ্বারা,IN,দ্বারা
867,কোন,DT,কোন
868,মৌল,NN,মৌল
869,চেনা,VB,চেনা
870,যায়,VB,যায়
871,বাকীগুলো,NN,বাকী
872,বিভিন্ন,JJ,বিভিন্ন
873,যৌগ,NNS,যৌগ
874,গঠন,VB,গঠন
875,করে,VB,করা
876,অর্থাৎ,UH,অর্থাৎ
877,যৌগিক,NN,যৌগ
878,খনিজ,NNS,খনিজ
879,রূপে,IN,রূপ
880,বিদ্যমান,VB,বিদ্যমান
881,অন্যদিকে,,অন্যদিক
882,বায়ুমন্ডলে,NN,বায়ুমন্ডল
883,সবচেয়ে,JJ,সব
884,বেশী,JJS,বেশী
885,পরিমানে,NN,পরিমান
886,পাওয়া,VB,পাওয়া
887,যায়,VB,যায়
888,নাইট্রোজেন,NN,নাইট্রোজ
889,৭৮,NUM,ে
890,এছাড়াও,RB,এছাড়া
891,বায়ুতে,NN,বায়ু
892,রয়েছে,VB,রওয়া
893,অক্সিজেন,NN,অক্সিজ
894,২০,NUM,ে
895,এবং,CC,এবং
896,আর্গন,NN,আর্গন
897,০,NUM,ত্
898,৯৭,NUM,ে
899,গ্রীক,NNP,গ্রীক
900,দার্শনিক,NN,দর্শন
901,প্লেটো,NNP,প্লেটো
902,এই,DT,এ
903,মতামতকে,NN,মতামত
904,সমর্থন,VB,সমর্থন
905,করতেন,VB,করা
906,১৭৮৯,NUM,তিত
907,সালে,NN,সাল
908,মৌলসমূহের,NNS,মৌলসমূহ
909,প্রথম,JJ,প্রথম
910,আধুনিক,JJ,আধুনিক
911,তালিকা,NN,তালিকা
912,দেন,VB,দেওয়া
913,বিজ্ঞানী,NN,বিজ্ঞানী
914,ল্যাভয়সিঁয়ে,NNP,ল্যাভয়সাঁ
915,সেখানে,RB,সেখান
916,ষেষট্টিটি,CD,ষেষ
917,মৌলের,NNS,মৌল
918,নাম,VB,নাম
919,উল্লেখ,VB,উল্লেখ
920,ছিল,VB,ছিল
921,এরপর,RB,এরপর
922,১৭৫০,NUM,তিত
923,সালের,NN,সাল
924,দিকে,IN,দিক
925,আবিষ্কৃত,VBN,আবিষ্কৃত
926,হয়,VB,হয়
927,ফসফরাস,NNP,ফসফরাস
928,কোবাল্ট,NNP,কোবাল্ট
929,ও,CC,ও
930,প্লাটিনাম,NNP,প্লাটিনাম
931,আড়িয়াল,NNP,আড়া
932,খাঁ,NNP,খাঁ
933,নদ,NNP,নদ
934,আড়িয়াল,NNP,আড়া
935,খাঁ,NNP,খাঁ
936,পদ্মার,NNP,পদ্মা
937,একটি,DT,একটি
938,প্রধান,JJ,প্রধান
939,শাখা,NN,শাখা
940,নদ,NN,নদ
941,আড়িয়াল,NNP,আড়া
942,খাঁ,NNP,খাঁ
943,হচ্ছে,VB,হওয়া
944,ফরিদপুর,NNP,ফরিদপুর
945,মাদারীপুর,NNP,মাদারীপু
946,ও,CC,ও
947,বরিশাল,NNP,বরিশাল
948,জেলার,NNS,জেলা
949,একটি,DT,একটি
950,নদ,NN,নদ
951,ইতিহাস,NNP,ইতিহাস
952,অতীতে,NN,অতীত
953,নদটির,NN,নদ
954,নাম,VB,নাম
955,ছিল,VB,ছিল
956,ভুবনেশ্বর,NNP,ভুবনেশ্বর
957,নদের,NN,নদ
958,গতিপথ,NN,গতিপথ
959,প্রায়ই,RB,প্রায়
960,আঁকাবাঁকা,JJ,আঁকা
961,নদটি,NNP,নদ
962,ভাঙনপ্রবণ,NN,ভাঙনপ্রবণ
963,এর,PRP,এ
964,ফলে,IN,ফল
965,অনেক,JJ,অনেক
966,জনপদ,NNS,জনপদ
967,এর,PRP,এ
968,গর্ভে,NN,গর্ভ
969,বিলীন,VBN,বিলীন
970,হয়েছে,VB,হওয়া
971,মাদারীপুর,NNP,মাদারীপু
972,শহরও,NN,শহর
973,এই,DT,এ
974,নদীর,NN,নদী
975,ভাঙনে,NN,ভাঙন
976,ক্ষতিগ্রস্থ,VBN,ক্ষতিগ্রস্থ
977,হওয়ার,VB,হওয়া
978,প্রবল,JJ,প্রবল
979,আশঙ্কা,NN,আশঙ্কা
980,রয়েছে,VB,রওয়া
981,উনিশ,JJ,উনিশ
982,শতকের,NN,শতক
983,শেষ,JJ,শেষ
984,দিকে,IN,দিক
985,আড়িয়াল,NNP,আড়া
986,খাঁ,NNP,খাঁ
987,ছিল,VBD,ছিল
988,প্রধান,JJ,প্রধান
989,ধারা,NN,ধারা
990,বাঁ,NN,বাঁ
991,দিকের,NN,দিক
992,প্রবাহিত,JJ,প্রবাহিত
993,অংশ,NN,অংশ
994,আড়িয়াল,NNP,আড়া
995,খাঁ,NNP,খাঁ
996,আর,CC,আর
997,ডান,NN,ডান
998,দিকে,NN,দিক
999,টরকি,NNP,টরক
1000,নামে,VB,নাম
1001,প্রবাহিত,VB,প্রবাহিত
1002,হচ্ছে,VB,হওয়া
1003,এটি,PRP,এ
1004,গণিত,NNS,গণিত
1005,শাস্ত্রেও,NN,শাস্ত্র
1006,অধিত,VB,অধিত
1007,হয়,VB,হয়
1008,মূলত,RB,মূল
1009,বস্তুর,NN,বস্তু
1010,স্থির,JJ,স্থির
1011,বা,CC,বা
1012,গতিশীল,JJ,গতিশীল
1013,অবস্থা,NN,অবস্থা
1014,নিয়ে,IN,নিয়ে
1015,এতে,PRP,এত
1016,আলোচনা,VB,আলোচনা
1017,করা,VB,ক
1018,হয়,VB,হয়
1019,যিনি,PRP,যিনি
1020,বলবিদ্যা,NN,বলবিদ্যা
1021,নিয়ে,IN,নিয়ে
1022,পড়াশুনা,NNS,পড়াশুনা
1023,এবং,CC,এবং
1024,গবেষণা,NNS,গবেষণা
1025,করেন,VB,করা
1026,তাকে,PRP,তাক
1027,বলবিজ্ঞানী,NN,বলবিজ্ঞানী
1028,বলা,VB,বলা
1029,হয়,VB,হয়
1030,বলবিদ্যা,NN,বলবিদ্যা
1031,প্রযুক্তির,NN,প্রযুক্তি
1032,জগতেও,NN,জগত
1033,একটি,DT,একটি
1034,মৌলিক,JJ,মৌলিক
1035,ভূমিকা,NN,ভূমিকা
1036,পালন,NN,পালন
1037,করে,VB,করা
1038,থাকে,VB,থাকা
1039,এটি,PRP,এ
1040,ভৌত,RB,ভৌত
1041,জ্ঞানসমূহকে,NN,জ্ঞান
1042,মানুষের,JJ,মানুষ
1043,কাজে,JJ,কাজ
1044,লাগানোর,VB,লাগানো
1045,উপযোগী,JJ,উপযোগী
1046,করে,VB,করা
1047,তৈরি,VB,তৈরি
1048,করে,VB,করা
1049,থাকে,VB,থাকা
1050,এই,DT,এ
1051,দুটির,CD,দুই
1052,মধ্যে,IN,মধ্য
1053,মূলনীতিগত,JJ,মূলনীতি
1054,বেশ,JJ,বেশ
1055,ভালো,JJ,ভালো
1056,রকমের,JJ,রকম
1057,পার্থক্য,NN,পার্থক্য
1058,রয়েছে,VB,রওয়া
1059,এটি,DT,এ
1060,একটি,DT,একটি
1061,ভেক্টর,NN,ভেক্ট
1062,রাশি,NN,রাশি
1063,যখন,WRB,যখন
1064,বস্তুটির,NN,বস্তু
1065,দ্রুতি,NN,দ্রুতি
1066,বা,CC,বা
1067,দিক,NN,দিক
1068,পরিবর্তন,NN,পরিবর্তন
1069,হয়,VB,হয়
1070,তখন,JJ,তখন
1071,বস্তুটির,NN,বস্তু
1072,ত্বরণ,NN,ত্বরণ
1073,হয়,VB,হয়
1074,সময়ের,NN,সময়
1075,সাথে,IN,সাথে
1076,যত,RB,যত
1077,দ্রুত,NN,দ্রুত
1078,এ,DT,এ
1079,পরিবর্তন,VB,পরিবর্তন
1080,হয়,VB,হয়
1081,বস্তুটির,NN,বস্তু
1082,ত্বরণও,VB,ত্বরণ
1083,তত,PRP,তত
1084,বেশি,NN,বেশি
1085,হয়,VB,হয়
1086,ব্যাখ্যা,VB,ব্যাখ্যা
1087,ধরা,VB,ধরা
1088,যাক,VB,যা
1089,রাস্তা,NN,রাস্তা
1090,দিয়ে,IN,দাওয়া
1091,একটি,DT,একটি
1092,গাড়ি,NN,গাড়ি
1093,একটি,DT,একটি
1094,নির্দিষ্ট,JJ,নির্দিষ্ট
1095,দিকে,NN,দিক
1096,চলছে,VB,চলা
1097,চালক,NN,চালক
1098,গাড়িটির,NN,গাড়ি
1099,গতি,NN,গতি
1100,বাড়িয়ে,VBD,বাড়িয়
1101,দিলেন,VB,দেওয়া
1102,আরো,JJ,আর
1103,দ্রুত,NN,দ্রুত
1104,বেগে,NN,বেগ
1105,চলতে,VB,চলা
1106,লাগল,VB,লাগা
1107,গাড়িটি,NN,গাড়ি
1108,সাধারণভাবে,RB,সাধারণ
1109,বলা,VBD,বলা
1110,যেতে,VB,যাওয়া
1111,পারে,VB,পার
1112,গাড়িটির,NN,গাড়ি
1113,ত্বরণ,VB,ত্বরণ
1114,হচ্ছে,VB,হওয়া
1115,তিনি,PRP,তিনি
1116,ব্রেক,VBD,ব্র
1117,কষে,VB,কষ
1118,গাড়িটি,NN,গাড়ি
1119,থামিয়ে,VB,থামানো
1120,দিলেন,VB,দেওয়া
1121,এবার,DT,এবার
1122,বলা,VBD,বলা
1123,যায়,VB,যায়
1124,গাড়িটির,NN,গাড়ি
1125,মন্দন,VB,মন্দ
1126,হচ্ছে,VB,হওয়া
1127,বাংলা,NNP,বাংলা
1128,একটি,DT,একটি
1129,দক্ষিণ,JJ,দক্ষিণ
1130,এশীয়,JJ,এশীয়
1131,ইন্দো,JJ,ইন্দো
1132,ইউরোপীয়,JJ,ইউরোপী
