,Inflected_Word,POS
1140,ইউরোপীয়,JJ
1141,পন্ডিতরা,NN
1142,তাঁর,PRP
1143,A,DT
1144,Grammar,NNP
1145,of,IN
1146,the,DT
1147,Bengal,NNP
1148,Language,NNP
1149,প্রকাশিত,VB
1150,হয়,VB
1151,১৭৭৮,NUM
1152,খ্রিস্টাব্দে,NN
1153,তাই,RB
1154,তাঁর,PRP
1155,ব্যাকরণে,NN
1156,সংস্কৃত,NNP
1157,ব্যাকরণের,NN
1158,প্রভাব,NN
1159,লক্ষণীয়,JJ
1160,এমনকি,RB
1161,বেশ,JJ
1162,কিছু,JJ
1163,দীর্ঘ,JJ
1164,কবিতার,NN
1165,উদাহরণও,NNS
1166,বাংলা,NNP
1167,হরফে,NNP
1168,মুদ্রিত,VB
1169,হয়েছে,VB
1170,উনিশ,JJ
1171,শতকে,NN
1172,অবশ্য,RB
1173,বাংলা,NNP
1174,ব্যাকরণ,NN
1175,রচনার,unk
1176,প্রাচুর্য,NN
1177,লক্ষ,VBN
1178,করা,VB
1179,যায়,VB
1180,এ,DT
1181,শতকের,NN
1182,প্রথমার্ধে,JJ
1183,রচিত,VB
1184,বাংলা,NNP
1185,ব্যাকরণগুলি,NNS
1186,দুটি,CD
1187,ধারায়,NNS
1188,বিভক্ত,VBN
1189,প্রথম,JJ
1190,ধারার,NN
1191,গ্রন্থগুলি,NNS
1192,বিদেশীদের,NNS
1193,ব্যতীত,JJ
1194,দ্বারা,JJ
1195,ইংরেজি,NN
1196,ভাষায়,NN
1197,রচিত,VB
1198,এগুলির,DT
1199,প্রধান,JJ
1200,উদ্দেশ্য,NN
1201,ছিল,VB
1202,বিদেশীদের,NNS
1203,বাংলা,NNP
1204,ভাষা,NN
1205,শেখানো,VB
1206,উনিশ,JJ
1207,শতকের,NN
1208,দ্বিতীয়ার্ধে,JJ
1209,প্রথমার্ধের,JJ
1210,দুটি,CD
1211,ধারারই,NNS
1212,সম্প্রসারণ,VB
1213,ঘটে,VB
1214,এখানে,RB
1215,দুদলই,DT
1216,পালাক্রমে,NN
1217,দেশ,NN
1218,শাসন,VB
1219,করে,VB
1220,থাকে,VB
1221,রাজনৈতিক,JJ
1222,কর্মকাণ্ডের,NNS
1223,ক্ষেত্রে,RB
1224,সমস্যা,NNS
1225,দেশের,NN
1226,অন্যতম,RB
1227,নিয়তি,NNS
1228,এছাড়া,IN
1229,এখানে,RB
1230,অনেকগুলো,JJ
1231,দল,NN
1232,মিলে,VB
1233,জোট,VB
1234,করার,VB
1235,ব্যাপার,NN
1236,লক্ষ্যণীয়,JJ
1237,দলসমূহ,NNS
1238,সংসদীয়,NNP
1239,দলসমূহ,NNS
1240,বাংলা,NNP
1241,লিপির,NN
1242,গঠন,NN
1243,তুলনামূলকভাবে,RB
1244,কম,JJ
1245,আয়তাকার,JJ
1246,ও,CC
1247,বেশি,RBR
1248,সর্পিল,JJ
1249,বাংলা,NNP
1250,লিপিটি,NN
1251,সিদ্ধং,NNP
1252,লিপি,NN
1253,থেকে,VB
1254,উদ্ভূত,VB
1255,হয়েছে,VB
1256,বলে,VB
1257,মনে,VB
1258,করা,VB
1259,হয়,VB
1260,পরবর্তিতে,RB
1261,নিচে,JJ
1262,ফোঁটা,RB
1263,দেওয়া,VB
1264,র,VB
1265,বাংলায়,NNP
1266,ব্যবহৃত,VB
1267,হয়,VB
1268,বাংলা,NNP
1269,লিপি,NN
1270,বিশ্বের,NN
1271,৫ম,NUM
1272,সবচেয়ে,RBS
1273,বেশি,NN
1274,ব্যবহৃত,VBN
1275,লিখন,VBG
1276,পদ্ধতি,NN
1277,পরে,RB
1278,বিশেষভাবে,RB
1279,বাংলার,NNP
1280,অঞ্চলে,NN
1281,ব্যবহার,VB
1282,করা,VB
1283,অব্যাহত,VB
1284,ছিল,VB
1285,এই,DT
1286,মুদ্রণে,NN
1287,প্রথমবারের,JJ
1288,মত,PRP
1289,বিচল,NNP
1290,হরফ,NN
1291,প্রযুক্তি,NN
1292,ব্যবহার,VB
1293,করা,VB
1294,হয়,VB
1295,জার্মানির,NNP
1296,ইয়োহানেস,NNS
1297,গুটেনবের্গ,NNP
1298,ছিলেন,VB
1299,এই,DT
1300,প্রযুক্তির,NN
1301,উদ্ভাবক,NN
1302,তবে,CC
1303,এই,DT
1304,প্রথম,JJ
1305,দিককার,JJ
1306,হরফগুলি,NNS
1307,খুব,RB
1308,সুদৃশ্য,RB
1309,ও,CC
1310,পরিণত,RB
1311,ছিল,VB
1312,না,VB
1313,ইংরেজির,VB
1314,তুলনায়,VBN
1315,বাংলা,NNP
1316,হরফের,NN
1317,আকার,NN
1318,ছিল,VB
1319,বেশ,RB
1320,বড়,JJ
1321,১৮০০,NUM
1322,সালে,NN
1323,শ্রীরামপুরে,NNP
1324,ব্যাপটিস্ট,NNP
1325,মিশন,NNP
1326,প্রেস,NNP
1327,প্রতিষ্ঠিত,VBN
1328,হয়,VB
1329,সুস্পষ্ট,JJ
1330,তিন,CD
1331,ধরণের,CD
1332,জাতীয়,JJ
1333,পতাকা,NN
1334,জলে,NN
1335,ও,CC
1336,স্থলে,NN
1337,ব্যবহৃত,VB
1338,হয়,VB
1339,যদিও,IN
1340,অনেক,JJ
1341,দেশে,NNS
1342,একই,JJ
1343,পতাকা,NN
1344,সব,VB
1345,ক্ষেত্রেই,NNS
1346,ব্যবহৃত,VB
1347,হয়,VB
1348,রাষ্ট্রীয়,NN
1349,পতাকা,NN
1350,সরকারীসংস্থাই,NNS
1351,শুধু,RB
1352,ব্যবহার,VN
1353,করতে,VB
1354,পারে,VB
1355,আর,CC
1356,আসামরিক,JJ
1357,পতাকা,NN
1358,হচ্ছে,VB
1359,সবার,NN
1360,জন্য,JJ
1361,তবে,IN
1362,বেশিরভাগ,JJS
1363,ক্ষেত্রে,NNS
1364,রাষ্ট্রীয়,NN
1365,পতাকার,NN
1366,সরলীকৃত,JJ
1367,রূপ,JJ
1368,হল,VB
1369,অসামরিক,JJ
1370,পতাকা,NN
1371,খুব,JJ
1372,কম,VB
1373,দেশই,NNS
1374,আলাদা,JJ
1375,যুদ্ধ,NN
1376,পতাকা,NN
1377,ব্যবহার,NN
1378,করে,VB
1379,উদাহরণ,NN
1380,হিসাবে,RB
1381,চীন,NNP
1382,তাইওয়ান,NNP
1383,ও,CC
1384,জাপানের,NNP
1385,নাম,VB
1386,করা,VB
1387,যায়,VB
1388,জলের,NN
1389,জাতীয়,JJ
1390,পতাকা,NN
1391,একটি,DT
1392,জাহাজ,NN
1393,কোন,JJ
1394,দেশের,NN
1395,তা,JJ
1396,বোঝাতে,VB
1397,এই,DT
1398,পতাকা,NN
1399,ব্যবহৃত,VB
1400,হয়,VB
1401,এখানেও,RB
1402,অসামরিক,JJ
1403,রাষ্ট্রীয়,NN
1404,ও,CC
1405,সামরিক,JJ
1406,পতাকার,NNS
1407,বিভাজন,NN
1408,আছে,VB
1409,এই,DT
1410,পতাকা,NN
1411,টাঙানোর,
1412,জন্য,JJ
1413,নির্দিষ্ট,JJ
1414,দন্ড,NN
1415,থাকে,VB
1416,তিনি,PRP
1417,তাঁর,PRP
1418,ভ্রমণকাহিনীর,NNS
1419,জন্য,IN
1420,বিশেষভাবে,RB
1421,জনপ্রিয়,JJ
1422,পিতা,NN
1423,সৈয়দ,NNP
1424,সিকান্দার,NNP
1425,আলী,NNP
1426,সাব,prefix
1427,রেজিস্ট্রার,JJ
1428,ছিলেন,VB
1429,তাঁর,PRP
1430,পৈতৃক,JJ
1431,ভিটা,NN
1432,মৌলভীবাজার,NNP
1433,সিলেট,NN
1434,১৯২১,NUM
1435,সালে,NN
1436,তিনি,PRP
1437,শান্তিনিকেতনে,NN
1438,ভর্তি,VB
1439,হন,VB
1440,তিনি,PRP
1441,ছিলেন,VB
1442,বিশ্বভারতীর,NNP
1443,প্রথমদিকের,JJ
1444,ছাত্র,NN
1445,১৯২৬,NUM
1446,খ্রিষ্টাব্দে,CD
1447,এখান,NN
1448,থেকে,IN
1449,বিএ,NNP
1450,ডিগ্রি,NN
1451,অর্জন,VB
1452,করেন,VB
1453,এরপর,RB
1454,তিনি,PRP
1455,আলিগড়,NNP
1456,বিশ্ববিদ্যালয়ে,NNP
1457,অধ্যয়ন,VB
1458,করেন,VB
1459,সেখানে,RB
1460,তিনি,PRP
1461,ইংরেজি,NNP
1462,ও,CC
1463,ফরাসি,JJ
1464,ভাষার,NN
1465,শিক্ষক,NN
1466,ছিলেন,VB
1467,এখানে,RB
1468,তিনি,PRP
1469,আট,CD
1470,বছর,NNS
1471,কাটান,VB
1472,এরপর,RB
1473,দিল্লির,NNP
1474,শিক্ষা,NNP
1475,মন্ত্রণালয়ে,NNP
1476,যোগ,VB
1477,দেন,VB
1478,তাঁর,PRP
1479,পিতার,NN
1480,নাম,VB
1481,মতিলাল,NNP
1482,চট্টোপাধ্যায়,NNP
1483,ও,CC
1484,মাতার,NN
1485,নাম,NN
1486,ভুবনমোহিনী,NNP
1487,দেবী,NN
1488,পাঁচ,CD
1489,ভাই,NN
1490,বোনের,NNS
1491,মধ্যে,RB
1492,শরৎচন্দ্র,NNP
1493,ছিলেন,VB
1494,দ্বিতীয়,JJ
1495,১৮৮৭,NUM
1496,খ্রিস্টাব্দে,CD
1497,শরৎচন্দ্র,NNP
1498,ভাগলপুর,NNP
1499,জেলা,NNP
1500,স্কুলে,NNP
1501,ভরতি,RB
1502,হন,UH
1503,এই,DT
1504,সময়,NN
1505,তিনি,PRP
1506,কাশীনাথ,NNP
1507,ও,CC
1508,ব্রহ্মদৈত্য,NNP
1509,নামে,VB
1510,দুটি,CD
1511,গল্প,NNS
1512,লেখেন,VB
1513,এই,DT
1514,সময়,NN
1515,তিনি,PRP
1516,বনেলী,NNP
1517,রাজ,NNP
1518,এস্টেটে,NNP
1519,কয়েকদিন,JJ
1520,চাকরি,VB
1521,করেন,VB
1522,এরপর,RB
1523,তিনি,PRP
1524,ভারতবর্ষ,NNP
1525,পত্রিকার,NNP
1526,জন্যেও,IN
1527,লেখা,VB
1528,পাঠাতে,VB
1529,শুরু,VB
1530,করেন,VB
1531,ফনীন্দ্রনাথ,NNP
1532,পাল,NNP
1533,তাঁর,PRP
1534,উপন্যাস,NN
1535,বড়দিদি,NNP
1536,পুস্তকাকারে,NNP
1537,প্রকাশ,VB
1538,করেন,VB
1539,বিয়ের,NN
1540,পর,JJ
1541,তিনি,PRP
1542,মোক্ষদার,NNP
1543,নাম,VB
1544,রাখেন,VB
1545,হিরন্ময়ী,NNP
1546,দেবী,NNP
1547,তাঁরা,PRP
1548,নিঃসন্তান,NN
1549,ছিলেন,VB
1550,পাশাপাশি,IN
1551,দুটো,CD
1552,পুকুরে,NNS
1553,সানের,NNP
1554,ঘাট,NNP
1555,বাগান,NN
1556,ডালিম,NN
1557,পেয়ারা,NN
1558,গাছে,NN
1559,ঘেরা,VB
1560,তিনি,PRP
1561,ঢাকা,NNP
1562,বিশ্ববিদ্যালয়ের,NNP
1563,একজন,DT
1564,অধ্যাপক,NN
1565,ঢাকা,NNP
1566,শহরের,NN
1567,অতীত,JJ
1568,ইতিহাস,NN
1569,নিয়ে,IN
1570,তিনি,PRP
1571,গবেষণা,VB
1572,করেছেন,VB
1573,তাঁর,PRP
1574,গ্রামের,NN
1575,বাড়ি,NN
1576,চাঁদপুর,NNP
1577,জেলার,NN
1578,কচুয়া,NNP
1579,উপজেলার,NN
1580,গুলবাহার,NNP
1581,গ্রামে,NN
1582,তাঁর,PRP
1583,বাবার,NN
1584,নাম,NN
1585,মিসবাহউদ্দিন,NNP
1586,এবং,CC
1587,মায়ের,NN
1588,নাম,NN
1589,জাহানারা,NNP
1590,খান,NNP
1591,পিতামাতার,NNS
1592,তিন,CD
1593,পুত্রের,NNS
1594,মধ্যে,RB
1595,তিনি,PRP
1596,জ্যেষ্ঠ,JJ
1597,তিনি,PRP
1598,১৯৭৫,NUM
1599,সালে,NN
1600,বিয়ে,VB
1601,করেন,VB
1602,তার,PRP
1603,স্ত্রী,NN
1604,ফাতেমা,NNP
1605,মামুন,NNP
1606,একজন,DT
1607,ব্যাংকার,NN
1608,শিক্ষা,NNP
1609,জীবন,NNP
1610,মুনতাসীর,NNP
1611,মামুনের,NNP
1612,শৈশব,NN
1613,কৈশর,unk
1614,কেটেছে,VB
1615,চট্টগ্রামের,NNP
1616,চাঁটগায়,NNP
1617,১৯৬৮,NUM
1618,সালে,NN
1619,ভর্তি,VBN
1620,হন,VB
1621,ঢাকা,NNP
1622,বিশ্ববিদ্যালয়ের,NNP
1623,ইতিহাস,NN
1624,বিভাগে,NN
1625,স্বাধীনতার,NN
1626,পর,IN
1627,ইতিহাস,NNP
1628,বিভাগ,NNP
1629,থেকে,TO
1630,তিনিই,PRP
1631,প্রথম,JJ
1632,পিএইচডি,NNP
1633,ডিগ্রী,NN
1634,লাভ,VB
1635,করেন,VB
1636,তার,PRP
1637,পুরো,JJ
1638,নাম,NN
1639,কাজী,NNP
1640,হাবিবুল,NNP
1641,বাশার,NNP
1642,তিনি,PRP
1643,একজন,DT
1644,ডান,JJ
1645,হাতি,JJ
1646,ব্যাটসম্যান,NN
1647,তার,PRP
1648,বোলিংয়ের,NN
1649,ধরন,NN
1650,অফ,IN
1651,ব্রেক,NN
1652,তার,PRP
1653,টেস্ট,NN
1654,অভিষেক,NN
1655,হয়,VB
1656,২০০০,NUM
1657,সালে,NN
1658,ভারতের,NNP
1659,বিপক্ষে,IN
1660,এ,RB
1661,পর্যন্ত,RB
1662,তিনি,PRP
1663,তিন,CD
1664,হাজারেরও,NN
1665,অধিক,JJR
1666,রান,NNS
1667,করেছেন,VB
1668,তিনি,PRP
1669,ডানহাতি,JJ
1670,মিডল,NN
1671,অর্ডার,NN
1672,ব্যাটসম্যান,NN
1673,এবং,CC
1674,ডানহাতি,JJ
1675,লেগ,JJ
1676,ব্রেক,JJ
1677,বোলার,NN
1678,ঐ,JJ
1679,প্রতিযোগিতার,NN
1680,৯,NUM
1681,খেলায়,NNS
1682,তিনি,PRP
1683,সর্বমোট,NN
1684,১২৪,NUM
1685,রান,NN
1686,করেছিলেন,VB
1687,তার,PRP
1688,ডাক,NN
1689,নাম,VB
1690,গোল্লা,NNP
1691,তিনি,PRP
1692,জাতীয়,JJ
1693,দলে,NN
1694,মূলত,RB
1695,ওপেনার,NN
1696,হিসেবে,IN
1697,খেলতেন,VB
1698,একজন,RB
1699,দক্ষ,JJ
1700,ফিল্ডার,NN
1701,হিসেবে,IN
1702,তার,PRP
1703,সুনাম,NN
1704,আছে,VB
1705,তাঁকে,PRP
1706,বাংলার,NNP
1707,নবজাগরণ,NN
1708,সাহিত্যের,NN
1709,অন্যতম,RB
1710,পুরোধা,NNS
1711,ব্যক্তিত্ব,NN
1712,গণ্য,VB
1713,করা,VB
1714,হয়,VB
1715,জীবনের,NN
1716,দ্বিতীয়,JJ
1717,পর্বে,JJ
1718,মধুসূদন,NNP
1719,আকৃষ্ট,VB
1720,হন,VB
1721,নিজের,PRF
1722,মাতৃভাষার,NN
1723,প্রতি,JJ
1724,এই,DT
1725,সময়েই,NN
1726,তিনি,PRP
1727,বাংলায়,NNP
1728,নাটক,NN
1729,প্রহসন,NN
1730,ও,CC
1731,কাব্যরচনা,NN
1732,করতে,VB
1733,শুরু,VB
1734,করেন,VB
1735,মাইকেল,NNP
1736,মধুসূদন,NNP
1737,বাংলা,NNP
1738,ভাষায়,NN
1739,সনেট,NNS
1740,ও,CC
1741,অমিত্রাক্ষর,JJ
1742,ছন্দের,NNS
1743,প্রবর্তক,NN
1744,মাইকেলের,NNP
1745,ব্যক্তিগত,JJ
1746,জীবন,NN
1747,ছিল,VB
1748,নাটকীয়,JJ
1749,এবং,CC
1750,বেদনাঘন,JJ
1751,মাত্র,JJ
1752,৪৯,NUM
1753,বছর,NN
1754,বয়সে,NN
1755,কলকাতায়,NNP
1756,মৃত্যু,VB
1757,হয়,VB
1758,এই,DT
1759,মহাকবির,JJ
1760,রাজনারায়ণ,NNP
1761,দত্ত,NNP
1762,ছিলেন,VB
1763,কলকাতার,NNP
1764,সদর,NNP
1765,দেওয়ানি,NNP
1766,আদালতের,NNP
1767,এক,DT
1768,খ্যাতনামা,JJ
1769,উকিল,NN
1770,শিক্ষাজীবন,NN
1771,মধুসূদনের,NNP
1772,প্রাথমিক,JJ
1773,শিক্ষা,NN
1774,তাঁর,PRP
1775,মা,NN
1776,জাহ্নবী,NNP
1777,দেবীর,NNP
1778,কাছে,IN
1779,বিদ্বান,JJ
1780,ইমামের,NNP
1781,কাছে,JJ
1782,তিনি,PRP
1783,বাংলা,NNP
1784,ফারসি,NNP
1785,ও,CC
1786,আরবি,NNP
1787,পড়েছেন,VB
1788,সাগরদাঁড়িতেই,NNP
1789,মধুসূদনের,NNP
1790,বাল্যকাল,NN
1791,অতিবাহিত,VB
1792,হয়,VB
1793,তিনি,PRP
1794,গীতগোবিন্দ,NNP
1795,কাব্যের,NN
1796,রচয়িতা,NN
1797,সংস্কৃত,NNP
