,word,ipa,cnt
675,নির্বাচিত,nɪɾbɐcɪt̪o,51
676,চাই।,cɐɪ̯।,51
677,গাড়ি,gɐɽɪ,51
678,আসার,ɐʃɐɾ,51
679,আক্তার,ɐkt̪ɐɾ,51
680,হোসেন।,hosen।,50
681,সেটি,ʃetɪ,50
682,সমাবেশ,ʃɔmɐbeʃ,50
683,সদস্যদের,ʃɔd̪oʃʃod̪eɾ,50
684,শিক্ষার্থীদের,ʃɪkkʰɐɾt̪ʰɪd̪eɾ,50
685,শহীদ,ʃohɪd̪,50
686,রাজধানীর,ɾɐɟd̪ʱɐnɪɾ,50
687,মিছিল,mɪcʰɪlo,50
688,ভারত,bʱɐɾt̪o,50
689,ব্যবসা,bɛbʃɐ,50
690,একটু,ektu,50
691,উচ্চ,ucco,50
692,অস্ত্র,ɔst̪ɾo,50
693,লক্ষ্য,lokkʰo,49
694,বিতরণ,bɪt̪ɔɾon,49
695,বসে,boʃe,49
696,প্রস্তুতি,pɾost̪ut̪ɪ,49
697,প্রবেশ,pɾobeʃ,49
698,প্রতিবাদ,pɾot̪ɪbɐd̪,49
699,পরিচয়,poɾɪcɔe̯,49
700,নেতাকর্মীদের,net̪ɐkoɾmɪd̪eɾ,49
701,ক্রিকেট,kɾɪket,49
702,কিংবা,kɪŋbɐ,49
703,করবেন।,koɾben।,49
704,করবে,koɾbe,49
705,ইতিমধ্যে,ɪt̪ɪmotd̪ʱe,49
706,আয়োজিত,ɐʲoɟɪt̪o,49
707,আহ্বান,ɐhobɐn,49
708,অব্যাহত,ɔbbɛhɔt̪o,49
709,হত্যার,hot̪t̪ɐɾ,48
710,হঠাৎ,hɔtʰɐt̪,48
711,মহানগর,mɔhɐngɔɾ,48
712,মর্গে,mɔɾge,48
713,মন্ত্রী,mɔnt̪ɾɪ,48
714,ভাড়া,bʱɐɽɐ,48
715,প্রধানমন্ত্রীর,pɾod̪ʱɐnmont̪ɾɪɾ,48
716,প্রথমে,pɾot̪ʰome,48
717,পরিষদ,poɾɪʃɔd̪,48
718,নির্যাতন,nɪɾɟɐt̪on,48
719,জায়গায়,ɟɐʲgɐe̯,48
720,কেটে,kete,48
721,অথচ,ɔt̪ʰoco,48
722,হয়েছেন,hoʲecʰen,47
723,সহায়তা,ʃɔhɐʲot̪ɐ,47
724,শিক্ষার্থীরা,ʃɪkkʰɐɾt̪ʰɪɾɐ,47
725,রোহিঙ্গা,ɾohɪŋgɐ,47
726,মুখে,mukʰe,47
727,ব্যাংক,bɛŋk,47
728,বাহিনীর,bɐhɪnɪɾ,47
729,বাবার,bɐbɐɾ,47
730,প্রতিষ্ঠানের,pɾot̪ɪʃtʱɐneɾ,47
731,পরবর্তী,pɔɾoboɾt̪ɪ,47
732,পদক্ষেপ,pɔd̪okkʰep,47
733,নেয়।,nɛe̯।,47
734,নিয়ন্ত্রণে,nɪʲont̪ɾone,47
735,নির্বাচনের,nɪɾbɐkoneɾ,47
736,নগরীর,nɔgoɾɪɾ,47
737,ধর্ষণের,d̪ʱɔɾʃoneɾ,47
738,ধরা,d̪ʱɔɾɐ,47
739,কি,kɪ,47
740,করছি।,koɾcʰɪ।,47
741,অবশ্য,ɔboʃʃo,47
742,অন্যতম,ɔnnot̪ɔmo,47
743,সম্মেলন,ʃɔmmelon,46
744,রহমানের,ɾɔhomɐneɾ,46
745,রক্ষা,ɾokkʰɐ,46
746,প্রতিবেদন,pɾot̪ɪbed̪ɔn,46
747,জানিয়ে,ɟɐnɪʲe,46
748,ঘটনাস্থল,gʱɔtonɐst̪ʰɔl,46
749,কারও,kɐɾo,46
750,কাউকে,kɐu̯ke,46
751,এলে,ele,46
752,ইসলাম।,ɪslɐm।,46
753,অন্যদিকে,onnod̪ɪke,46
754,অনেকে,ɔneke,46
755,সুপার,supɐɾ,45
756,শুনানি,ʃunɐnɪ,45
757,রাখার,ɾɐkʰɐɾ,45
758,যাচ্ছে।,ɟɐccʰe।,45
759,মন্ত্রণালয়ের,mɔnt̪ɾonɐlɔʲeɾ,45
760,ব্যক্তি,bɛkt̪ɪ,45
761,বিচারক,bɪcɐɾok,45
762,বাধ্য,bɐd̪d̪ʱo,45
763,পানিতে,pɐnɪt̪e,45
764,পরিবেশ,poɾɪbeʃ,45
765,থাকবে,t̪ʰɐkbe,45
766,চালু,cɐlu,45
767,একে,eke,45
768,অনেকেই,ɔnekeɪ,45
769,অনুমোদন,onumod̪on,45
770,"হয়েছে,","hoʲecʰe,",44
771,সৌদি,sou̯d̪ɪ,44
772,সন্ত্রাসী,ʃɔnt̪ɾɐʃɪ,44
773,শ্রেণীর,শ্রেণির,44
774,শিক্ষার্থী,ʃɪkkʰɐɾt̪ʰɪ,44
775,যুক্তরাষ্ট্রের,ɟukt̪oɾɐʃtɾeɾ,44
776,মৃত্যুর,mɾɪt̪t̪uɾ,44
777,মানববন্ধন,mɐnobbɔnd̪ʱon,44
778,ভারতীয়,bʱɐɾt̪ɪʲo,44
779,প্রশাসক,pɾoʃɐʃɔk,44
780,প্রমুখ।,pɾomukʰo।,44
781,প্রকল্প,pɾokɔlpo,44
782,নির্দেশনা,nɪɾd̪eʃonɐ,44
783,দোয়া,d̪oʷɐ,44
784,দেশটির,d̪eʃtɪɾ,44
785,জয়,ɟɔe̯,44
786,জানিয়েছেন।,ɟɐnɪʲecʰen।,44
787,ক্লাবের,klɐbeɾ,44
788,ক্রীড়া,kɾɪɽɐ,44
789,কর্মকর্তারা,kɔɾmokɔɾt̪ɐɾɐ,44
790,কর্মকর্তাদের,kɔɾmokɔɾt̪ɐd̪eɾ,44
791,উভয়,ubʱɔe̯,44
792,অব,ɔbo,44
793,হাজির,hɐɟɪɾ,43
794,সিলেট,sɪlet,43
795,সামাজিক,ʃɐmɐɟɪk,43
796,সমাবেশে,ʃɔmɐbeʃe,43
797,সংগঠনের,ʃɔŋgɔtʰoneɾ,43
798,শিশুর,ʃɪʃuɾ,43
799,রোহিঙ্গাদের,ɾohɪŋgɐd̪eɾ,43
800,রহমান।,ɾɔhomɐn।,43
801,মহিলা,mohɪlɐ,43
802,মন্ত্রণালয়,mɔnt̪ɾonɐlɔe̯,43
803,প্রস্তাব,pɾost̪ɐb,43
804,পারেন।,pɐɾen।,43
805,পরিদর্শন,poɾɪd̪ɔɾʃon,43
806,নিয়োগ,nɪʲog,43
807,তুলতে,t̪ult̪e,43
808,জমি,ɟomɪ,43
809,গোল,gol,43
810,ক্ষতিগ্রস্ত,kʰot̪ɪgɾost̪o,43
811,ক্ষতি,kʰot̪ɪ,43
812,কখনও,kɔkʰono,43
813,উদ্যোগে,ud̪d̪oge,43
814,আগের,ɐgeɾ,43
815,হয়তো,hɔʲt̪o,42
816,হলেন,hɔlen,42
817,সম্পন্ন,ʃɔmponno,42
818,যেসব,ɟeʃɔb,42
819,মুক্তিযোদ্ধা,mukt̪ɪɟod̪d̪ʱɐ,42
820,মাথায়,mɐt̪ʰɐe̯,42
821,ভারপ্রাপ্ত,bʱɐɾpɾɐpt̪o,42
822,প্রতিটি,pɾot̪ɪtɪ,42
823,পদে,pɔd̪e,42
824,নিজেকে,nɪɟeke,42
825,জনগণের,ɟɔnogɔneɾ,42
826,গুরুত্বপূর্ণ,guɾut̪t̪opuɾno,42
827,করলেও,koɾleo̯,42
828,উঠেছে।,utʰecʰe।,42
829,উঠে,utʰe,42
830,আহ্বায়ক,ɐhobɐʲok,42
831,আরেক,ɐɾek,42
832,অংশগ্রহণ,ɔŋʃogɾohon,42
833,স্কুলের,skuleɾ,41
834,সুবিধা,ʃubɪd̪ʱɐ,41
835,শ্রমিক,sɾomɪk,41
836,"যে,","ɟe,",41
837,মাছ,mɐcʰ,41
838,বেশি।,beʃɪ।,41
839,বিভাগ,bɪbʱɐg,41
840,বাস্তবায়ন,bɐst̪obɐʲon,41
841,প্রয়োজনীয়,pɾoʲoɟonɪʲo,41
842,প্রশ্ন,pɾoʃno,41
843,নিয়মিত,nɪʲomɪt̪o,41
844,দাবিতে,d̪ɐbɪt̪e,41
845,থাকলে,t̪ʰɐkle,41
846,জানিয়েছে,ɟɐnɪʲecʰe,41
847,ছাত্র,cʰɐt̪ɾo,41
848,চাল,cɐl,41
849,চাপ,cɐp,41
850,গোপন,gopon,41
851,কিছুই,kɪcʰuɪ̯,41
852,কাজী,kɐɟɪ,41
853,এসেছে।,eʃecʰe।,41
854,এছাড়াও,ecʰɐɽɐo̯,41
855,আহমদ,ɐhmod̪,41
856,অভিযুক্ত,obʱɪɟukt̪o,41
857,অফিসার,ɔpʰɪsɐɾ,41
858,"হচ্ছে,","hoccʰe,",40
859,শাহ,ʃɐh,40
860,রাতেই,ɾɐt̪eɪ̯,40
861,মূলত,mulɔt̪o,40
862,মানুষকে,mɐnuʃke,40
863,বৈঠক,boɪ̯tʰok,40
864,বক্তারা,bɔkt̪ɐɾɐ,40
865,পাশের,pɐʃeɾ,40
866,নেই,neɪ̯,40
867,দলে,d̪ɔle,40
868,তৃতীয়,t̪ɾɪt̪ɪʲo,40
869,ছাড়াও,cʰɐɽɐo̯,40
870,চূড়ান্ত,cuɽɐnt̪o,40
871,গোলাম,golɐm,40
872,গেছেন।,gɛcʰen।,40
873,খাবার,kʰɐbɐɾ,40
874,"করেন,","kɔɾen,",40
875,করি।,koɾɪ।,40
876,আবারও,ɐbɐɾo,40
877,আপনি,ɐpnɪ,40
878,সড়কের,ʃɔɽokeɾ,39
879,সেরা,ʃeɾɐ,39
880,সরকার।,ʃɔɾkɐɾ।,39
881,মাসুদ,mɐʃud̪,39
882,ভিত্তিতে,bʱɪt̪t̪ɪt̪e,39
883,বঙ্গবন্ধু,bɔŋgobond̪ʱu,39
884,প্রভাব,pɾobʱɐb,39
885,পান,pɐn,39
886,থাকলেও,t̪ʰɐkleo̯,39
887,থাকবে।,t̪ʰɐkbe।,39
888,তীব্র,t̪ɪbɾo,39
889,ঘটেছে,gʱotecʰe,39
890,গ্রুপের,gɾupeɾ,39
891,গোয়েন্দা,goʷend̪ɐ,39
892,ক্লাব,klɐb,39
893,এত,ɛt̪o,39
894,ঈদের,ɪd̪eɾ,39
895,আশপাশের,ɐʃpɐʃeɾ,39
896,আনতে,ɐnt̪e,39
897,আঘাত,ɐgʱɐt̪,39
898,সৈয়দ,soɪ̯ʲod̪,38
899,সংস্থা,ʃɔŋost̪ʰɐ,38
900,যদিও,ɟod̪ɪoː,38
901,মুখোমুখি,mukʰomukʰɪ,38
902,মাহমুদ,mɐhmud̪,38
903,মাসে,mɐʃe,38
904,বিদ্যালয়ে,bɪd̪d̪ɐlɔʲe,38
905,বিদ্যালয়,bɪd̪d̪ɐlɔe̯,38
906,পুলিশকে,pulɪʃke,38
907,পাকিস্তানের,pɐkɪst̪ɐneɾ,38
908,পরিণত,poɾɪnɔt̪o,38
909,পরিকল্পনা,poɾɪkɔlponɐ,38
910,নয়,nɔe̯,38
911,নিয়ন্ত্রণ,nɪʲont̪ɾon,38
912,দেখিয়ে,d̪ekʰɪʲe,38
913,দিক,d̪ɪk,38
914,ডাক্তার,dɐkt̪ɐɾ,38
915,জড়িয়ে,ɟoɽɪʲe,38
916,জারি,ɟɐɾɪ,38
917,জরুরি,ɟoɾuɾɪ,38
918,কোটি,kotɪ,38
919,কিনা,kɪnɐ,38
920,কিছুটা,kɪcʰutɐ,38
921,করেই,koɾeɪ̯,38
922,করব।,koɾbo।,38
923,আহতদের,ɐht̪ɔd̪eɾ,38
924,আত্মহত্যা,ɐt̪t̪ohɔt̪t̪ɐ,38
925,আইনশৃংখলা,ɐɪ̯nsɾɪŋkʰɔlɐ,38
926,অভিযোগে,obʱɪɟoge,38
927,সেখান,ʃekʰɐn,37
928,সমিতির,ʃɔmɪt̪ɪɾ,37
929,সংখ্যা,ʃɔŋkʰɐ,37
930,শুনে,ʃune,37
931,ম্যাজিস্ট্রেট,mɛɟɪstɾet,37
932,মালামাল,mɐlɐmɐl,37
933,মাত্র,mɐt̪ɾo,37
934,বিজ্ঞপ্তিতে,bɪggopt̪ɪt̪e,37
935,প্রশ্নের,pɾoʃneɾ,37
936,পেছনে,pecʰone,37
937,পারেন,pɐɾen,37
938,পণ্য,ponno,37
939,নেমে,neme,37
940,নেতাদের,net̪ɐd̪eɾ,37
941,নিয়েই,nɪʲeɪ̯,37
942,দুর্ঘটনা,d̪uɾgʱɔtonɐ,37
943,জায়গা,ɟɐʲgɐ,37
944,জাহাঙ্গীর,ɟɐhɐŋgɪɾ,37
945,চালানো,cɐlɐno,37
946,চলতি,colt̪ɪ,37
947,গ্রামে।,gɾɐme।,37
948,গান,gɐn,37
949,কারণেই,kɐɾoneɪ̯,37
950,কামাল,kɐmɐl,37
951,কমিশন,kɔmɪʃon,37
952,এভাবে,ebʱɐbe,37
953,উচিত।,ucɪt̪।,37
954,অবস্থার,ɔbost̪ʰɐɾ,37
955,হারিয়ে,hɐɾɪʲe,36
956,সেবা,ʃebɐ,36
957,সাংবাদিক,ʃɐŋbɐd̪ɪk,36
958,সন্তান,ʃɔnt̪ɐn,36
959,শতাধিক,ʃɔt̪ɐd̪ʱɪk,36
960,ময়নাতদন্তের,mɔʲnɐt̪d̪ont̪eɾ,36
961,ভিডিও,bʱɪdɪo̯,36
962,বিস্তারিত,bɪst̪ɐɾɪt̪o,36
963,বাজারের,bɐɟɐɾeɾ,36
964,ফেরত,pʰeɾt̪o,36
965,প্রয়োজন,pɾoʲoɟon,36
966,প্রফেসর,pɾopʰeʃɔɾ,36
967,পেরে,peɾe,36
968,পেতে,pet̪e,36
969,পার,pɐɾ,36
970,পরিবহন,poɾɪbɔhon,36
971,পরিবর্তন,poɾɪbɔɾt̪on,36
972,পরও,pɔɾo,36
973,নজরুল,nɔɟoɾul,36
974,দীর্ঘ,d̪ɪɾgʱo,36
975,দখল,d̪ɔkʰl,36
976,ট্রাম্প,tɾɐmp,36
977,ছাত্রলীগ,cʰɐt̪ɾolɪg,36
978,চিঠি,cɪtʰɪ,36
979,ঘুরে,gʱuɾe,36
980,গ্রেফতারের,gɾepʰt̪ɐɾeɾ,36
981,খুঁজে,kʰũɟe,36
982,কামনা,kɐmonɐ,36
983,কর্তব্যরত,kɔɾt̪obboɾɔt̪o,36
984,এবারের,ebɐɾeɾ,36
985,অসুস্থ,ɔʃust̪ʰo,36
986,অনুষ্ঠানের,ɔnuʃtʰɐneɾ,36
987,অনুষ্ঠান,ɔnuʃtʰɐn,36
988,অনুরোধ,onuɾod̪ʱ,36
989,অধিনায়ক,od̪ʱɪnɐʲok,36
990,অত্যন্ত,ot̪t̪ont̪o,36
991,সড়কে,ʃɔɽoke,35
992,স্থান,st̪ʰɐn,35
993,সতর্ক,ʃɔt̪ɔɾko,35
994,সঠিক,ʃɔtʰɪk,35
995,সংগ্রহ,ʃɔŋgɾoho,35
996,রাজশাহী,ɾɐɟʃɐhɪ,35
997,যেমন,ɟɛmon,35
998,ভাংচুর,bʱɐŋcuɾ,35
999,বসবাস,bɔʃobɐʃ,35
1000,পুলিশে,pulɪʃe,35
1001,পরীক্ষার,poɾɪkkʰɐɾ,35
1002,নেন,nen,35
1003,নিচে,nɪce,35
1004,নিখোঁজ,nɪkʰeɐ̯̃ɟ,35
1005,তাতে,t̪ɐt̪e,35
1006,জের,ɟeɾ,35
1007,জীবন,ɟɪbɔn,35
1008,চুক্তি,cukt̪ɪ,35
1009,চিকিৎসার,cɪkɪt̪ʃɐɾ,35
1010,ঘটনাস্থলেই,gʱɔtonɐst̪ʰɔleɪ,35
1011,খুলে,kʰule,35
1012,অপরদিকে,ɔpɔɾd̪ɪke,35
1013,অনুমতি,onumot̪ɪ,35
1014,সাত,ʃɐt̪,34
1015,সত্যতা,ʃɔt̪t̪ot̪ɐ,34
1016,শুটিং,ʃutɪŋ,34
1017,শিশুটির,ʃɪʃutɪɾ,34
1018,রাস্তার,ɾɐst̪ɐɾ,34
1019,রাস্তা,ɾɐst̪ɐ,34
1020,মাসের,mɐʃeɾ,34
1021,ভুল,bʱul,34
1022,বেড়ে,beɽe,34
1023,বেসরকারি,beʃɔɾkɐɾɪ,34
1024,বিশ্বাস,bɪʃʃɐʃ,34
1025,বিরাজ,bɪɾɐɟ,34
1026,বিপুল,bɪpul,34
1027,প্রমাণ,pɾomɐn,34
1028,পৌঁছে,poũ̯cʰe,34
1029,পারেনি।,pɐɾenɪ।,34
1030,পারবেন।,pɐɾben।,34
1031,টেস্ট,test,34
1032,জন্ম,ɟɔnmo,34
1033,চিৎকার,cɪt̪kɐɾ,34
1034,ক্ষোভ,kʰobʱ,34
1035,কোন,kon,34
1036,কারাগারে,kɐɾɐgɐɾe,34
1037,কর্মরত,kɔɾmoɾɔt̪o,34
1038,কমিশনের,kɔmɪʃoneɾ,34
1039,ওরফে,oɾopʰe,34
1040,এমপি,empɪ,34
1041,একমাত্র,ɛkmɐt̪ɾo,34
1042,উচিত,ucɪt̪,34
1043,আলাদা,ɐlɐd̪ɐ,34
1044,আবদুস,ɐbd̪us,34
1045,আপিল,ɐpɪl,34
1046,আদায়,ɐd̪ɐe̯,34
1047,আটকে,ɐtke,34
1048,আছেন।,ɐcʰen।,34
1049,অফিস,ɔpʰɪʃ,34
1050,স্বামীর,ʃɐmɪɾ,33
1051,সরাসরি,ʃɔɾɐʃoɾɪ,33
1052,সন্ত্রাসীরা,ʃɔnt̪ɾɐʃɪɾɐ,33
1053,শিশুদের,ʃɪʃud̪eɾ,33
1054,রাজি,ɾɐɟɪ,33
1055,মেনে,mene,33
1056,মিয়া।,mɪʲɐ।,33
1057,মাঠ,mɐtʰ,33
1058,মধ্যেই,mod̪d̪ʱeɪ̯,33
1059,ব্যয়,bɛe̯,33
1060,বিভাগে,bɪbʱɐge,33
1061,বাংলা,bɐŋlɐ,33
1062,দাখিল,d̪ɐkʰɪl,33
1063,থাকেন।,t̪ʰɐken।,33
1064,তালিকায়,t̪ɐlɪkɐe̯,33
1065,টিকিট,tɪkɪt,33
1066,টানা,tɐnɐ,33
1067,জিজ্ঞাসাবাদ,ɟɪggɐʃɐbɐd̪,33
1068,চলছে,colcʰe,33
1069,খেলতে,kʰelt̪e,33
1070,কার্যকর,kɐɾɟokɔɾ,33
1071,কমে,kome,33
1072,কমিশনার,kɔmɪʃonɐɾ,33
1073,উন্নত,unnɔt̪o,33
1074,আসর,ɐʃoɾ,33
1075,আশ্রয়,ɐsɾɔe̯,33
1076,অবশ্যই,ɔboʃʃoɪ,33
1077,অপেক্ষা,ɔpekkʰɐ,33
1078,অধ্যক্ষ,od̪d̪ʱokkʰo,33
1079,অধিকার,od̪ʱɪkɐɾ,33
1080,স্বাভাবিক,ʃɐbʱɐbɪk,32
1081,সাংস্কৃতিক,ʃɐŋskɾɪt̪ɪk,32
1082,সর্বোচ্চ,ʃɔɾbocco,32
1083,সফল,ʃɔpʰol,32
1084,সংকট,ʃɔŋkot,32
1085,লীগে,lɪge,32
1086,রাস্তায়,ɾɐst̪ɐe̯,32
1087,মামলাটি,mɐmlɐtɪ,32
1088,মন্তব্য,mɔnt̪obbo,32
1089,বোর্ডের,boɾdeɾ,32
1090,বোন,bon,32
1091,ফায়ার,pʰɐʲɐɾ,32
1092,প্রতিদিন,pɾot̪ɪd̪ɪn,32
1093,নির্মাণের,nɪɾmɐneɾ,32
1094,নদী,nod̪ɪ,32
1095,দেয়ায়,d̪eʲɐe̯,32
1096,দেবে,d̪ebe,32
1097,দারুণ,d̪ɐɾun,32
1098,জামিন,ɟɐmɪn,32
1099,জবাবে,ɟɔbɐbe,32
1100,চায়,cɐe̯,32
1101,চান,cɐn,32
1102,চাকরি,cɐkɾɪ,32
1103,কৃষি,kɾɪʃɪ,32
1104,কর্মী,kɔɾmɪ,32
1105,এম,em,32
1106,আসছে।,ɐʃcʰe।,32
1107,আবাসিক,ɐbɐʃɪk,32
1108,অর্থনৈতিক,ɔɾt̪ʰonoɪ̯t̪ɪk,32
1109,অফিসের,ɔpʰɪʃeɾ,32
1110,অধিকাংশ,od̪ʱɪkɐŋʃo,32
1111,হাসিনা,hɐʃɪnɐ,31
1112,হলেন-,hɔlen-,31
1113,হল।,hɔl।,31
1114,সহযোগী,ʃɔhoɟogɪ,31
1115,সরবরাহ,ʃɔɾbɔɾɐho,31
1116,সম্ভাবনা,ʃɔmbʱɐbonɐ,31
1117,সকাল,ʃɔkɐl,31
1118,শোক,ʃok,31
1119,শিগগিরই,ʃɪggɪɾɪː,31
1120,লোক,lok,31
1121,রেকর্ড,ɾekoɾd,31
1122,ব্যর্থ,bɛɾt̪ʰo,31
1123,ব্যক্তিগত,bɛkt̪ɪgɔt̪o,31
1124,বিনিয়োগ,bɪnɪʲog,31
1125,বিদেশী,bɪd̪eʃɪ,31
1126,বহু,bohu,31
1127,"বলছেন,","bolcʰen,",31
1128,বরিশাল,boɾɪʃɐl,31
1129,ফিরিয়ে,pʰɪɾɪʲe,31
1130,প্রেমের,pɾemeɾ,31
1131,প্রতিমন্ত্রী,pɾot̪ɪmont̪ɾɪ,31
1132,প্রতিনিধি,pɾot̪ɪnɪd̪ʱɪ,31
1133,পারেননি।,pɐɾennɪ।,31
1134,পারবে,pɐɾbe,31
1135,পলাতক,pɔlɐt̪ok,31
1136,নেতৃত্ব,net̪ɾɪt̪t̪o,31
1137,নুরুল,nuɾul,31
1138,ধর্ষণ,d̪ʱɔɾʃɔn,31
1139,দুর্নীতির,d̪uɾnɪt̪ɪɾ,31
1140,ছাত্রী,cʰɐt̪ɾɪ,31
1141,চিকিৎসাধীন,cɪkɪt̪ʃɐd̪ʱɪn,31
1142,গলায়,gɔlɐe̯,31
1143,খান।,kʰɐn।,31
1144,কোথাও,kot̪ʰɐo̯,31
1145,করেননি।,kɔɾennɪ।,31
1146,ওঠে।,otʰe।,31
1147,এরা,eɾɐ,31
1148,উদ্দিনের,ud̪d̪ɪneɾ,31
1149,ইউএনও,ɪu̯eno,31
1150,আইনের,ɐɪ̯neɾ,31
1151,অ্যাটর্নি,ɛtoɾnɪ,31
1152,অস্বীকার,ɔʃʃɪkɐɾ,31
1153,অর্জন,ɔɾɟon,31
1154,অভিযোগের,obʱɪɟogeɾ,31
1155,হল-,hɔl-,30
1156,সাংগঠনিক,ʃɐŋgɔtʰonɪk,30
1157,সমর্থন,ʃɔmɔɾt̪ʰon,30
1158,শ্রমিকরা,sɾomɪkɾɐ,30
1159,শিক্ষকের,ʃɪkkʰɔkeɾ,30
1160,লেখা,lekʰɐ,30
1161,যাওয়ায়,ɟɐo̯ʷɐeː,30
1162,মিথ্যা,mɪt̪t̪ʰɐ,30
1163,ভয়,bʱɔe̯,30
1164,ভিন্ন,bʱɪnno,30
1165,ভাইস,bʱɐɪ̯ʃ,30
1166,বেরিয়ে,beɾɪʲe,30
1167,ফুটবল,pʰutbɔl,30
1168,পড়েন।,pɔɽen।,30
1169,পড়তে,poɽt̪e,30
1170,প্রকল্পের,pɾokɔlpeɾ,30
1171,পৌরসভার,pou̯ɾoʃɔbʱɐɾ,30
1172,পায়,pɐe̯,30
1173,পারছেন,pɐɾcʰen,30
1174,পরিষ্কার,poɾɪʃkɐɾ,30
1175,পদ,pɔd̪,30
1176,নির্যাতনের,nɪɾɟɐt̪oneɾ,30
1177,নম্বর,nɔmbɔɾ,30
1178,নদীর,nod̪ɪɾ,30
1179,দাঁড়িয়ে,d̪ɐ̃ɽɪʲe,30
1180,তেমন,t̪ɛmon,30
1181,তারপরও,t̪ɐɾpɔɾo,30
1182,জানায়।,ɟɐnɐe̯।,30
1183,গুরুত্ব,guɾut̪t̪o,30
1184,কয়েকদিন,kɔʲekd̪ɪn,30
1185,কেন,kɛno,30
1186,কালাম,kɐlɐm,30
1187,করেও,koɾeo̯,30
1188,করতেন।,koɾt̪en।,30
1189,ঋণ,ɾɪn,30
1190,ঊর্ধ্বতন,uɾd̪ʱot̪on,30
1191,আবেদনের,ɐbed̪ɔneɾ,30
1192,আপনার,ɐpnɐɾ,30
1193,অঞ্চলের,ɔncoleɾ,30
1194,সোপর্দ,sopɔɾd̪o,29
1195,সুপারিশ,ʃupɐɾɪʃ,29
1196,সরিয়ে,ʃoɾɪʲe,29
1197,সংস্থার,ʃɔŋost̪ʰɐɾ,29
1198,শীর্ষ,ʃɪɾʃo,29
1199,শারীরিক,ʃɐɾɪɾɪk,29
1200,শরীরে,ʃoɾɪɾe,29
1201,রাত,ɾɐt̪,29
1202,যেখানে,ɟekʰɐne,29
1203,ভবনের,bʱɔboneɾ,29
1204,বিভাগীয়,bɪbʱɐgɪʲo,29
1205,পড়েছে,poɽecʰe,29
1206,প্রায়ই,pɾɐʲɪ,29
1207,প্রক্রিয়া,pɾokɾɪʲɐ,29
1208,প্রকৌশলী,pɾokou̯ʃolɪ,29
1209,প্রকাশিত,pɾokɐʃɪt̪ɔ,29
1210,পানির,pɐnɪɾ,29
1211,নেতারা,net̪ɐɾɐ,29
1212,নদীতে,nod̪ɪt̪e,29
1213,ধাক্কা,d̪ʱɐkkɐ,29
1214,দ্য,d̪ɛ,29
1215,তুলনায়,t̪ulnɐe̯,29
1216,তালিকা,t̪ɐlɪkɐ,29
1217,টের,teɾ,29
1218,চীনের,cɪneɾ,29
1219,খাদ্য,kʰɐd̪d̪o,29
1220,কাল,kɐl,29
1221,"করি,","koɾɪ,",29
1222,ওষুধ,oʃud̪ʱ,29
1223,এবারও,ebɐɾo,29
1224,এনে,ene,29
1225,আনন্দ,ɐnond̪o,29
1226,"হবে,","hɔbe,",28
1227,হতো।,hot̪o।,28
1228,সোহেল,ʃohel,28
1229,শরীরের,ʃoɾɪɾeɾ,28
1230,যুবক,ɟubok,28
1231,যুক্ত,ɟukt̪o,28
1232,যত,ɟɔt̪o,28
1233,মুখ,mukʰ,28
1234,মহাসড়কের,mɔhɐʃɔɽkeɾ,28
1235,ভবন,bʱɔbon,28
1236,ব্যারিস্টার,bɛɾɪstɐɾ,28
1237,বিশ্ব,bɪʃʃo,28
1238,বাহিনী,bɐhɪnɪ,28
1239,বাস,bɐs,28
1240,বলেন,bɔlen,28
1241,প্রয়োজন।,pɾoʲoɟon।,28
1242,প্রতিবেদনে,pɾot̪ɪbed̪ɔne,28
1243,পেয়েছেন,peʲecʰen,28
1244,পুরনো,puɾono,28
1245,পাকিস্তান,pɐkɪst̪ɐn,28
1246,পরের,pɔɾeɾ,28
1247,পরিপ্রেক্ষিতে,poɾɪpɾekkʰɪt̪e,28
1248,পরামর্শ,pɔɾɐmɔɾʃo,28
1249,পরই,pɔɾɪ,28
1250,দল।,d̪ɔl।,28
1251,দরজা,d̪ɔɾɟɐ,28
1252,ঢুকে,dʱuke,28
1253,ডুবে,dube,28
1254,জাকির,ɟɐkɪɾ,28
1255,জন্য।,ɟonno।,28
1256,চালক,cɐlok,28
1257,চন্দ্র,cɔnd̪ɾo,28
1258,ঘণ্টা,gʱɔntɐ,28
1259,ঘটেছে।,gʱotecʰe।,28
1260,গ্রহণের,gɾohoneɾ,28
1261,গুলিবিদ্ধ,gulɪbɪd̪d̪ʱo,28
1262,খারাপ,kʰɐɾɐp,28
1263,খাতে,kʰɐt̪e,28
1264,কার্যালয়ের,kɐɾɟɐlɔʲeɾ,28
