,Inflected_Word,Valid,Lemma_Correct,Lemma_Predict
408,আন্তঃমতাদর্শগত,Y,আন্তঃমতাদর্শ,আন্তঃমতাদর্শ
409,আন্তপরিবর্তনের,Y,আন্তপরিবর্তন,আন্তপরিবর্তন
410,আন্তর্জাতিকতাবোধে,Y,আন্তর্জাতিকতাবোধ,আন্তর্জাতিক
411,আন্দামানে,Y,আন্দামান,আন্দামান
412,আন্নাদুরাই,Y,আন্নাদুরাই,আন্নাদুরা
413,আন্নামালাইতে,Y,আন্নামালাই,আন্নামালাই
414,আন্নুয়াক,Y,আন্নুয়াক,আন্নুয়া
415,আপত্তিকে,Y,আপত্তি,আপত্তি
416,আপিসে,Y,আপিস,আপিস
417,আপোশও,Y,আপোশ,আপোশ
418,আফগানিস্থানে,Y,আফগানিস্থান,আফগানিস্থান
419,আফতাবুন্নেছা,Y,আফতাবুন্নেছা,আফতাবুন্ন
420,আফীফই,Y,আফীফ,আফীফ
421,আফ্রিকাতেই,Y,আফ্রিকা,আফ্রিকা
422,আফ্রিকাযদিকোনপানশালাহত,ন,আফ্রিকায,আফ্রিকায
423,আফ্লাটক্সিন্স,Y,আফ্লাটক্সিন্স,আফ্লাট
424,আবগারির,Y,আবগারি,আবগারি
425,আবদালারহমান,Y,আবদালারহমান,আবদালার
426,আবদালীর,Y,আবদালী,আবদালী
427,আবদে,Y,আবদে,আবদ
428,আবরনের,Y,আবরন,আবরন
429,আবহবিদ্যাগত,Y,আবহবিদ্যা,আবহবিদ্যাগ
430,আবায়েত,Y,আবায়েত,আবায়
431,আবিরাপুয়েরা,Y,আবিরাপুয়েরা,আবিরাপুয়ে
432,আবিষ্কাররে,Y,আবিষ্কার,আবিষ্কার
433,আবিষ্কারে,Y,আবিষ্কার,আবিষ্কার
434,আবিষ্কৃতীরা,Y,আবিষ্কৃতী,আবিষ্কৃত্রা
435,আবুলকরিম,Y,আবুলকরিম,আবুল
436,আবৃত্তিকারীদের,Y,আবৃত্তিকারী,আবৃত্তি
437,আবৃত্তিবিদরা,Y,আবৃত্তিবিদ,আবৃত্তি
438,আবেগমত্থিত,Y,আবেগ,আবেগমত্থি
439,আবেগশূন্য,Y,আবেগশূন্য,আবোশূন্য
440,আবেরডিন,Y,আবেরডিন,আবের
441,আবেলের,Y,আবেল,আবেল
442,আব্দুলরাহমানশাহ,Y,আব্দুলরাহমানশাহ,আব্দুলরাহ
443,আব্দেলকার,Y,আব্দেলকার,আব্দেল
444,আব্রহামের,Y,আব্রহাম,আব্রহাম
445,আব্রাকাকে,Y,আব্রাকা,আব্রাকা
446,আভারকে,Y,আভার,আভার
447,আমদানিকারকদের,Y,আমদানিকারক,আমদানি
448,আমলাপাড়ার,Y,আমলাপাড়া,আমলাপাড়া
449,আমলারাও,Y,আমলা,আমলারা
450,আমাটাল,Y,আমাটাল,আমা
451,আমাদেরক্ষমতা,ন,আমাদের,আমাদের
452,আমারসিরিয়াতে,ন,আমারসিরিয়া,আমারসিরিয়া
453,আমারের,Y,আমার,আমি
454,আমার্থ,Y,আমার্থ,আমি
455,আমিকে,Y,আমি,আমি
456,আমিনউদ্দিন,Y,আমিনউদ্দিন,আমিন
457,আমিরাতবাসী,Y,আমিরাতবাসী,আমিরাত
458,আমিলই,Y,আমিল,আমিল
459,আমীরাতে,Y,আমীরাত,আমীরা
460,আমেরকা,Y,আমেরকা,আমের
461,আমোনকে,Y,আমোন,আমোন
462,আম্পায়াররা,Y,আম্পায়ার,আম্পায়ার
463,আম্মুও,Y,আম্মু,আম্মু
464,আযহায়,Y,আযহা,আযহা
465,আরএইচ,Y,আরএইচ,আরএ
466,আরএইচএফএইচ,Y,আরএইচএফএইচ,আরএইচএত্রচ
467,আরএফই,Y,আরএফই,আরএফ
468,আরএমকেভি,Y,আরএমকেভি,আরএম
469,আরএসএসকে,Y,আরএসএস,আরএসএস
470,আরটিএইচকে,Y,আরটিএইচ,আরটিএইচ
471,আরবঅবজারভারঃ,Y,আরবঅবজারভার,আরবৎবজার
472,আরবনেতা,Y,আরবনেতা,আরবন
473,আরবাআ,ন,আরবাদ,আরবাদ
474,আরমির,Y,আরমি,আরমি
475,আরামবাগকে,Y,আরামবাগ,আরামবাগ
476,আরামবাগের,Y,আরামবাগ,আরামবাগ
477,আরামেই,Y,আরাম,আরাম
478,আরিওপাগে,Y,আরিওপাগ,আরিওপা
479,আরিঙ্গারোসাই,Y,আরিঙ্গারোসা,আরিঙ্গারোসা
480,আরিমানের,Y,আরিমান,আরিমান
481,আরিস্তোতেল্যাস্,Y,আরিস্তোতেল্যাস্,আরিস্তোতেল্যাস্তি
482,আরুডার,Y,আরুডা,আরুডা
483,আরেকদিকে,Y,আরেকদিক,আরেক
484,আরোগ্যলাভে,Y,আরোগ্যলাভ,আরোগ্য
485,আরোপগুলো,Y,আরোপ,আরোপ
486,আরোহণদক্ষ,Y,আরোহণদক্ষ,আরোহণ
487,আর্কষণের,Y,আর্কষণ,আর্কষণ
488,আর্চারকে,Y,আর্চার,আর্চার
489,আর্টোকিকোক,Y,আর্টোকিকোক,আর্টোকিক
490,আর্তিস্তিকো,Y,আর্তিস্তিকো,আর্তিস্তি
491,আর্দশের,Y,আর্দশ,আর্দশ
492,আর্দ্রতাবহ,Y,আর্দ্রতাবহ,আর্দ্রতাবহাহ
493,আর্মেনিয়ানজেনোসাইড,Y,আর্মেনিয়ানজেনোসাইড,আর্মেনিয়ানজেনোসা
494,আর্যায়নের,Y,আর্যায়ন,আর্যায়ন
495,আলকাউসারের,Y,আলকাউসার,আলকাউসার
496,আলকাদামের,Y,আলকাদাম,আলকা
497,আলকোকোরেডো,Y,আলকোকোরেডো,আলকোকোরেড
498,আলখাজাকে,Y,আলখাজা,আলখাজা
499,আলখায়ের,Y,আলখায়ের,আলখায়
500,আলগার্ভ,Y,আলগার্ভ,আলগা
501,আলঘাবরি,Y,আলঘাবরি,আলঘা
502,আলজুবের,Y,আলজুবের,আলজুব
503,আলজেমিরার,Y,আলজেমিরা,আলজেমি
504,আলতাঈর,Y,আলতাঈর,আলতা
505,আলবার্তায়,Y,আলবার্তা,আলবার্তা
506,আলবেনীইয়ান,Y,আলবেনীইয়ান,আলবেনীই
507,আলমগিরী,Y,আলমগিরী,আলমগির
508,আলমারিটায়,Y,আলমারি,আলমারি
509,আলাইকা,Y,আলাইকা,আলা
510,আলালকে,Y,আলাল,আলাল
511,আলিকস্যান্ড্রার,Y,আলিকস্যান্ড্রার,আলিক্ত্ান্ড্রার
512,আলিপুরী,Y,আলিপুরী,আলিপুর
513,আলিমেনটার,Y,আলিমেনটার,আলিমেন
514,আলীরটেক,Y,আলীরটেক,আলীর
515,আলুকস্নের,Y,আলুকস্ন,আলুকস্ন
516,আলুগ্রাম,Y,আলুগ্রাম,আলু
517,আলেকজ্যান্ডার,Y,আলেকজ্যান্ডার,আলেকজ্যান্ডা
518,আলেকসান্দার,Y,আলেকসান্দার,আলেকসান্দা
519,আলোকময়,Y,আলো,আলোক
520,আল্ট্রাসনোগ্রাম,Y,আল্ট্রাসনোগ্রাম,আল্ট্রাসনোগ্রা
521,আল্পতেগিন,Y,আল্পতেগিন,আল্পতা
522,আল্মগ্রেনকে,Y,আল্মগ্রেন,আল্মগ্রেন
523,আল্লামীর,Y,আল্লামী,আল্লামী
524,আল্লারদরগা,Y,আল্লারদরগা,আল্লারদ
525,আশকোণা,Y,আশকোণ,আশকোণ
526,আশকোনার,Y,আশকোন,আশকোন
527,আশরাফীর,Y,আশরাফী,আশরাফী
528,আশিয়ানজনগণ,Y,আশিয়ানজনগণ,আশিয়ান
529,আশুকারী,Y,আশু,আশু
530,আশেঘানে,Y,আশেঘান,আশে
531,আশেপাশেই,Y,আশপাশ,পাশপাশ
532,আশ্রুপাতের,Y,আশ্রুপাত,আশ্রুপাত
533,আষ্টেপিষ্টে,Y,আষ্টেপিষ্ট,আষ্টেপিষ্ট
534,আসতিছিলে,Y,আসা,আসা
535,আসতেসে,Y,আসা,আসতেস
536,আসবাবপত্র,Y,আসবাবপত্র,আসবাবপত্রস্জা
537,আসরাটকে,Y,আসরাট,আসরাট
538,আসসালামুআলাইকুম,Y,আসসালামুআলাইকুম,আসা
539,আসাদেরভাষণের,Y,আসাদেরভাষণ,আসাদের
540,আসিরি,Y,আসিরি,আসারি
541,আসেরির,Y,আসেরি,আসেরি
542,আস্তুরিয়াসে,Y,আস্তুরিয়াস,আস্তুরিয়াস
543,আস্সাউলট,Y,আস্সাউলট,আস্সাউল
544,আহমেদকেও,Y,আহমেদ,আহমেদ
545,আহসাতে,Y,আহসা,আহসা
546,আহাদনামা,Y,আহাদনামা,আহাদনাতা
547,আহারযোগ্য,Y,আহার,আহার
548,আহারাদি,Y,আহার,আহারাদ
