,path,sentence,audio_length,wer_wav2vec
84,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (394).wav,হ্যা ইসব জিনিস এখন বাবলে এখনও কেমন বুকের বেতরটা মানে একটা উত্তেজনা ফিল খরি তো ওইদিন বাংলাদেশে জিতছিলো আর,16.028,0.1052631578947368
85,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (1067).wav,পোরান আর পোরান আর স্টোয়েনিস ভালোই ব্যাটিং করতেছে রান সতরো ওভারে একশো পঁচাত্তর উইকেট মাত্র তিনটা পরছে বুঝতেছিস ভালো,15.04,0.1052631578947368
86,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (1072).wav,হ্যাঁ কলকাতার খেলাও ভালোই তবে মামা লিটন দাসরে সুযোগ দেওয়া উচিত এই গুজরাট গুজরাটের মধ্যেও ভালো প্লেয়ার আছে কিন্তু,15.36,0.1052631578947368
87,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (583).wav,মানে এডিয়্যার শুটকি এডিয়্যার শুটকির খুব ব্যাপক চাহিদা এডিয়্যার এডিয়্যার নাজিরার টেক আছে টেকনাফ আছে এডিয়্যার তুন পিওর শুটকি আইয়্যে ট্যুরিস্ট অল খুবই পছন্দ গরে এই শুটকি গান,15.04,0.1071428571428571
88,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (1531).wav,এরফরে গিয়া ওইলো তোর কিতা খইতাম স্টুডেন্টের মদ্যে কুনু পার্থক্য দেখছি না মূলত সবগুলাই সব এই যে খয় যে ওউ স্টুডেন্ট গাদা ওউ স্টুডেন্ট তুমার ফড়াত বালা আসলে,18.46,0.1071428571428571
89,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2565).wav,মাতিয়া আমি রেকর্ড খরি দিয়ার তো আমার জন্ম অইলো উনিশশো আটানব্বই সালোর বার জুন আমার আব্বার নাম অইলো আব্দুল বাহার মিফতা আর আমার আম্মার নাম অইলো রেহানা বেগম,15.776,0.1071428571428571
90,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2676).wav,তো যেহেতু ইগুনো খরা লাগবো আমার লাগি আসলে এখনো রাস্তাটা বেশ অনেক দূরের বাকি আছে আমি চেষ্টা খরমু কন্টিনিউ খরার আর আমি এমনে রেগুলারলি খেলাদুলা খরি আমার খাছে,15.36,0.1071428571428571
91,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2833).wav,আওয়ামী লীগ ওইলো আস্তে আস্তে পাকিস্তান পাকিস্তান সবাই খরতো ছাইছে দেখা গেলো যে ই স্বপ্নের ফাকিস্তান আর নাই তখন ওইতাছে তোর আস্তে আস্তে চুয়ান্ন সালের নির্বাছন আইলো তো,15.332,0.1071428571428571
92,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (812).wav,আমরা খাইতে বালা ফাই এমনে তোমার পশু প্রাণী নিয়ে গরু ছাগল নিয়ে বা কুকুর বিড়াল অনেকে ফালে টালে ইতা তোমার ফালার ইচ্ছা আছে নি কিলা বাল্লাগে কওছাইন দেখি,15.072,0.1071428571428571
93,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (908).wav,মানে অবসর সময় অবসর সময়ে আমি যে টিউশনি খরি এমনে খাখা খাখি লইয়া কেমনে ছলোইন না ছলোইন কিলা বুচ্চি না ছাছা ছাছি লইয়া কিলা কিলা ছলোইন না ছলোইন,16.352,0.1071428571428571
94,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (1003).wav,থাকার সুযোগও মিলে রঙিন চালের ছাউনিতে যেন প্রকৃতির একটা অংশ বৃষ্টির দিনে বৃষ্টিবিলাস করার সুযোগ রয়েছে এনে এমন বর্ষার দিনে এককাপ চা খাইতে খাইতে বৃষ্টি দেখার মজাই আলাদা,15.68,0.1071428571428571
95,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (970).wav,উনিশশো উনসত্তর সালের আগে এটি অবিভক্ত ময়মনসিং জেলার একটি অংশ আছিলো উনিশশো উনসত্তর সালে এটা জেলায় পরিণত হয় টাঙ্গাইলে অনেক ঘুরাঘুরির স্থান আছে বহু প্রাচীন কাল থিক্যা টাঙ্গাইলে,16.54,0.1071428571428571
96,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (141).wav,সেখানে লিচু পাওয়া যায় মজাও আমরা গ্রামের ভাষায় ক বইন আসিস না আসিস না আসলে অনে আমরা হেমনে কতা কইতে কইতে অনে আমরা গ্রামের ভাষাডা কিমুন কিমুন অইয়া যাইতাছেগা গ্রামের ভাষায় ক হুম হেনো অনেক মজা করি,16.284,0.1081081081081081
97,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2576).wav,জিপিএ ফাইব ফাইছি আর আমার বাইও এসএসসি দিছোইন ব্লু বার্ড তাকি তো তাইন ব্লু বার্ড তাকি দিয়া এর বাদে তাইন গিয়া বর্তি অইছোইন ক্যান্টনমেন্ট কলেজো কমার্স লইয়া তাইন ফড়ছোইন আর আমি তখন ফড়ছি ব্লু বার্ডো ব্লু বার্ডো বাদে এসএসসি দিয়া বাদে আমিও গিয়া বর্তি অইছি ক্যান্টনমেন্টো,18.432,0.108695652173913
98,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (791).wav,নির্বাছনের কেউ একবার তো আইয়াওই গেছে আর খতো আইতো,15.932,0.1111111111111111
99,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (614).wav,অবস্থা আমার ভাই তোমরা জানেন না আমি দিন আনি দিন খাই আমার যে থাকমো যায়া সেইটাও নাই খুব কষ্টে আছি আমি শুতপের গেইলেও মানে শুতপের গেইলেও কষ্ট,15.168,0.1111111111111111
