,sentence_main,sentence_lemma
107,রাজা যুবতী স্ত্রীর ঈর্ষায় মনে মনে একটু খুশি হইতেন হাসিতেন,রাজা যুবক স্ত্রী ঈর্ষা মন মন এক খুশি হওয়া হাসি
108,সে বেচারার দুর্মূল্য বর্তমান তাহার নববিকশিত যৌবন বিনা প্রেমে বিফলে অতিবাহিত হইয়া যায় এইটেই তাহার পক্ষে সবচেয়ে শোচনীয় ছিল,তিনি বেচারা দুর্মূল্য বর্তমান তিনি নববিকাশ যুবক বিনা প্রেম বিফল অতিবাহন হওয়া যায় এই তিনি পক্ষ সবচেয়ে শোচন থাকা
109,সেখানেই চৈত্র সংক্রান্তির দিনে বসে বহু পুরনো চড়কের মেলাও,সেখান চৈত্র সংক্রান্তি দিন বসা বহু পুরনো চড়ক মেলা
110,হরিহর কহিলেন পৈতৃক ভিটা ছাড়িতে পারিব না অদৃষ্টে থাকিলে বিপদ কোথায় না ঘটে,হরিহর কহা পিতা ভিটা ছাড়া পারা না অদৃষ্ট থাকা বিপদ কোথায় না ঘটা
111,দেখতে দেখতে অপেক্ষা করা যদি নিউইয়ার উইশ জানিয়ে কোনও ফোন আসে,দেখা দেখা অপেক্ষা করা যদি নিউইয়ার উইশ জানানো কোনও ফোন আসা
112,বিধির বজ্র আঁটুনিতে বেহাল সুরক্ষার ফস্কা গেরো,বিধি বজ্র আঁটুনি বেহাল সুরক্ষা ফস্কা গেরো
113,প্রবল আন্দোলনের চাপে ভাষাভিত্তিক অঞ্চলের দাবি বাধ্য হয়ে মেনে নিতে হয়েছিল নেহরুকে,প্রবল আন্দোলন চাপ ভাষা অঞ্চল দাবি বাধ্য হয়ে মানা নেওয়া হওয়া নেহরু
114,তাই চায়ের মতো রফতানিযোগ্য পণ্য গুরুত্বপূর্ণ,তা চা মতো রফতানিযোগ্য পণ্য গুরুত্বপূর্ণ
115,প্রতিযুক্তি হতে পারে মোটের উপর ভদ্র আয়তনযুক্ত প্রদেশের মধ্যেও আঞ্চলিক উন্নয়ন বা সম্পদের সুষম বণ্টন অবশ্যই করা সম্ভব যথাযথ পরিকল্পনা ও পরিচালনা থাকলে,প্রতিযুক্তি হতে পারা মোট উপর ভদ্র আয়তনযুক্ত প্রদেশ মধ্য অঞ্চল উন্নয়ন বা সম্পদ সুষম বণ্টন অবশ্য করা সম্ভব যথা পরিকল্পনা ও পরিচালন থাকা
116,মধ্যও পূর্ব ইউরোপ ছাড়াও রাশিয়া তুরস্ক ইউক্রেন প্রভৃতি দেশে পোস্ত জনপ্রিয়,মধ্য পূর্ব ইউরোপ ছাড়া রাশিয়া তুরস্ক ইউক্রেন প্রভৃতি দেশ পোস্ত জনপ্রিয়
117,জেলাশাসক ও জেলার মুখ্য স্বাস্থ্য অধিকর্তারা রাত পর্যন্ত বসে তদারকি করতেন,জেলাশাসক ও জেলা মুখ্য স্বাস্থ্য অধিকর্তা রাত পর্যন্ত বসা তদারকি করা
