Inflected_Word,Lemma,POS
গেয়েছি,গাওয়া,ক্রিয়া
গাব,গাওয়া,ক্রিয়া
গাইবে,গাওয়া,ক্রিয়া
গাইবেন,গাওয়া,ক্রিয়া
গাওয়ার,গাওয়া,ক্রিয়া
গাওয়ানোর,গাওয়া,ক্রিয়া
গাওয়াতে,গাওয়া,ক্রিয়া
গাওয়ানো,গাওয়া,ক্রিয়া
গানেই,গান,বিশেষ্য
গানের,গান,বিশেষ্য
গানটি,গান,বিশেষ্য
গানটির,গান,বিশেষ্য
গানকে,গান,বিশেষ্য
গানটা,গান,বিশেষ্য
গানই,গান,বিশেষ্য
গানেতে,গান,বিশেষ্য
গাছের,গাছ,বিশেষ্য
গাছে,গাছ,বিশেষ্য
গাছকে,গাছ,বিশেষ্য
গাছটা,গাছ,বিশেষ্য
গাছটি,গাছ,বিশেষ্য
গাছটার,গাছ,বিশেষ্য
গাছটির,গাছ,বিশেষ্য
গাছটিতে,গাছ,বিশেষ্য
গাছেতে,গাছ,বিশেষ্য
গাড়ির,গাড়ি,বিশেষ্য
গাড়িটা,গাড়ি,বিশেষ্য
গাড়িটাতে,গাড়ি,বিশেষ্য
গাড়িটাতেই,গাড়ি,বিশেষ্য
গাড়িতে,গাড়ি,বিশেষ্য
গাড়িতেই,গাড়ি,বিশেষ্য
গাড়িটি,গাড়ি,বিশেষ্য
গাড়িটিকে,গাড়ি,বিশেষ্য
গহীনে,গহীন,বিশেষ্য
গহীনেও,গহীন,বিশেষ্য
গহীনের,গহীন,বিশেষ্য
গহীনেতে,গহীন,বিশেষ্য
গহীনই,গহীন,বিশেষ্য
গলদা,গলদ,বিশেষ্য
গলদের,গলদ,বিশেষ্য
গলদই,গলদ,বিশেষ্য
গলদটা,গলদ,বিশেষ্য
গলদটাকে,গলদ,বিশেষ্য
গৃহকে,গৃহ,বিশেষ্য
গৃহের,গৃহ,বিশেষ্য
গৃহতে,গৃহ,বিশেষ্য
গৃহটিকে,গৃহ,বিশেষ্য
গৃহটি,গৃহ,বিশেষ্য
গায়কের,গায়ক,বিশেষ্য
গায়ককে,গায়ক,বিশেষ্য
গায়কদের,গায়ক,বিশেষ্য
গায়করা,গায়ক,বিশেষ্য
গাইকার,গাইকা,বিশেষ্য
গাইকাদের,গাইকা,বিশেষ্য
গাইকারা,গাইকা,বিশেষ্য
গাইকাকে,গাইকা,বিশেষ্য
গাইকাই,গাইকা,বিশেষ্য
গলাটা,গলা,বিশেষ্য
গালই,গলা,বিশেষ্য
গোসলের,গোসল,বিশেষ্য
গোসলই,গোসল,বিশেষ্য
গিণতে,গণিত,বিশেষ্য
গণিতের,গণিত,বিশেষ্য
গণিতই,গণিত,বিশেষ্য
গজবে,গজব,বিশেষ্য
গজবের,গজব,বিশেষ্য
গজবটা,গজব,বিশেষ্য
গজবই,গজব,বিশেষ্য
গজবকে,গজব,বিশেষ্য
গজলটা,গজল,বিশেষ্য
গজলটি,গজল,বিশেষ্য
গজলের,গজল,বিশেষ্য
গজলকে,গজল,বিশেষ্য
গজলটার,গজল,বিশেষ্য
গণনার,গণনা,বিশেষ্য
গণনাই,গণনা,বিশেষ্য
গণ্ডারকে,গণ্ডার,বিশেষ্য
গণ্ডারের,গণ্ডার,বিশেষ্য
গণ্ডারটা,গণ্ডার,বিশেষ্য
গণ্ডারটি,গণ্ডার,বিশেষ্য
গণ্ডারদের,গণ্ডার,বিশেষ্য
গণ্ডাররা,গণ্ডার,বিশেষ্য
গয়নার,গয়না,বিশেষ্য
গয়নাতে,গয়না,বিশেষ্য
গয়নাটি,গয়না,বিশেষ্য
গয়নাটা,গয়না,বিশেষ্য
গয়নাকে,গয়না,বিশেষ্য
গরীবে,গরীব,বিশেষ্য
গরীবকে,গরীব,বিশেষ্য
গরীবের,গরীব,বিশেষ্য
গরীবই,গরীব,বিশেষ্য
গরীবরা,গরীব,বিশেষ্য
গরমে,গরম,বিশেষ্য
গরমকে,গরম,বিশেষ্য
গরমই,গরম,বিশেষ্য
গহনার,গহনা,বিশেষ্য
গহনাতে,গহনা,বিশেষ্য
গহনাটা,গহনা,বিশেষ্য
গহনাটি,গহনা,বিশেষ্য
গহনাকে,গহনা,বিশেষ্য
গহনায়,গহনা,বিশেষ্য
গাজরটা,গাজর,বিশেষ্য
গাজরটি,গাজর,বিশেষ্য
গাজরকে,গাজর,বিশেষ্য
গাজরে,গাজর,বিশেষ্য
গাজরই,গাজর,বিশেষ্য
গাজরের,গাজর,বিশেষ্য
গামছাটা,গামছা,বিশেষ্য
গামছাটি,গামছা,বিশেষ্য
গামছার,গামছা,বিশেষ্য
গামছাতে,গামছা,বিশেষ্য
গামছাই,গামছা,বিশেষ্য
গামছায়,গামছা,বিশেষ্য
গাথাই,গাথা,বিশেষ্য
গাথার,গাথা,বিশেষ্য
গামলার,গামলা,বিশেষ্য
গামলাটা,গামলা,বিশেষ্য
গামলায়,গামলা,বিশেষ্য
গামলাতে,গামলা,বিশেষ্য
গামলাটি,গামলা,বিশেষ্য
গায়েনকে,গায়েন,বিশেষ্য
গায়েনরা,গায়েন,বিশেষ্য
গায়েনদের,গায়েন,বিশেষ্য
গায়েনই,গায়েন,বিশেষ্য
গোলাপে,গোলাপ,বিশেষ্য
গোলাপকে,গোলাপ,বিশেষ্য
গোলাপের,গোলাপ,বিশেষ্য
গোলাপটি,গোলাপ,বিশেষ্য
গোলাপই,গোলাপ,বিশেষ্য
গোখরার,গোখরা,বিশেষ্য
গোখরাটা,গোখরা,বিশেষ্য
গোখরাটি,গোখরা,বিশেষ্য
গোখরাই,গোখরা,বিশেষ্য
গোলকে,গোলক,বিশেষ্য
গোলকের,গোলক,বিশেষ্য
গোলকটা,গোলক,বিশেষ্য
গোলকটি,গোলক,বিশেষ্য
গোলটা,গোল,বিশেষ্য
গোলই,গোল,বিশেষ্য
গোলটি,গোল,বিশেষ্য
গোলটর,গোল,বিশেষ্য
গোলটাকে,গোল,বিশেষ্য
গোলটির,গোল,বিশেষ্য
গ্রামে,গ্রাম,বিশেষ্য
গ্রামটা,গ্রাম,বিশেষ্য
গ্রামটি,গ্রাম,বিশেষ্য
গ্রামকে,গ্রাম,বিশেষ্য
গ্রামই,গ্রাম,বিশেষ্য
গ্রহটা,গ্রহ,বিশেষ্য
গ্রহটি,গ্রহ,বিশেষ্য
গ্রহকে,গ্রহ,বিশেষ্য
গ্রহই,গ্রহ,বিশেষ্য
গ্রহতে,গ্রহ,বিশেষ্য
গোহাড়টা,গোহাড়,বিশেষ্য
গোহাড়টি,গোহাড়,বিশেষ্য
গোহাড়কে,গোহাড়,বিশেষ্য
গোহাড়ে,গোহাড়,বিশেষ্য
গোহাড়ই,গোহাড়,বিশেষ্য
গোশতই,গোশত,বিশেষ্য
গোশতের,গোশত,বিশেষ্য
গোশততে,গোশত,বিশেষ্য
