id,model,language,code,source,link,rating
32,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

bool cmp(string a, string b) {
    int n = a.size();
    bool first = true;
    for (int j = 0; j < n; j++) {
        if (a[j] - '0' < b[j] - '0') {
            first = false;
            break;
        }
    }
    return first;
}

void solve()
{
    string a, b, big, small;
    int n, m, i, j, ans;
    cin>> a >> b;
    n = a.size();
    m = b.size();
    if (n == m)
    {
        if (a == b)
        {
            cout<< 0 << ""\n"";
            return;
        }
        bool first = cmp(a, b);
        if (first) {
            big = a;
            small = b;
        } else {
            big = b;
            small = a;
        }
        ans = 0;
        for (j = 0; j < n; j++) {
            if (big[j] != small[j]) {
                ans = (n-j-1)*9 + int(abs((big[j] - '0') - (small[j] - '0')));
                break;
            }
        }
        cout<< ans << ""\n"";
    }
    else {
        if (n > m)
        {
            big = a;
            small = b;
        }
        else {
            big = b;
            small = a;
        }
        ans = (max(n, m)-1)*9 + (big[0] - '0');
        bool found = false;
        for (j = 1; j < max(n, m)-min(n, m); j++)
        {
            if (big[j] != '9') {
                found = true;
                break;
            }
        }
//        if (found)
//            ans -= 1;
        cout<< ans << ""\n"";
    }
}

int main()
{
    int i, T = 1;
    cin>> T;
    while (T--)
        solve();
    return 0;
}
/*
1
39991478 7869
*/
 ",author,https://codeforces.com/contest/1834/problem/B,1000
33,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, k, i, j, arr[50000], taken[50000], id;
    arr[1] = 1;
    cin>> k >> n;

    memset(taken, 0, sizeof(taken));
    taken[1] = 1;
    for (i = 2; i <= 40; i++) {
        arr[i] = arr[i-1] + i - 1;
        id = arr[i];
        taken[id] = 1;
    }

    if (arr[k] <= n) {
        for (i = 1; i <= k; i++)
            cout<< arr[i] << "" "";
        cout<< ""\n"";
        return;
    }
    int cnt = 0;
    for (i = 1; i <= n; i++) {
        if (taken[i] == 1)
            cnt++;
    }

    for (i = n; i >= 1 && cnt != k; i--) {
        if (taken[i] == 0) {
            taken[i] = 1;
            cnt++;
        }
    }

    for (i = 1; i <= n; i++) {
        if (taken[i] == 1) {
            cout<< i << "" "";
        }
    }
    cout<< ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1772/problem/C,1000
34,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, m, i, j, mx = 0;
    string a, b, c;

    vector<string> v1, v2;
    cin>> a >> b;
    n = a.size();
    m = b.size();

    for (i = 0; i < n; i++) {
        c = """";
        for (j = i; j < n; j++) {
            c += a[j];
            v1.push_back(c);
        }
    }

    for (i = 0; i < m; i++) {
        c = """";
        for (j = i; j < m; j++) {
            c += b[j];
            v2.push_back(c);
        }
    }

    for (i = 0; i < v1.size(); i++) {
        for (j = 0; j < v2.size(); j++) {
            if (v1[i] == v2[j]) {
                int x = v1[i].size();
                mx = max(mx, x);
            }
        }
    }
    cout<< n + m - 2 * mx << ""\n"";

}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1506/problem/C,1000
35,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, arr[200005], i, j, num, mx = -1, cnt;
    cin>> n;
    memset(arr, 0, sizeof(arr));
    for (i = 0; i < n; i++) {
        cin>> num;
        arr[num] += 1;
        mx = max(mx, num);
    }

    cnt = 0;
    bool found = true;
    for (i = 0; i <= mx; i++) {
        if (arr[i] > 2) {
            found = false;
        }

        if (arr[i] == 1 || arr[i] == 2)
            cnt++;

    }

    if (!found) {
        cout<< ""NO"" << ""\n"";
        return;
    }

    cout<< ""YES"" << ""\n"";
    cout<< cnt << ""\n"";

    for (i = 0; i <= mx; i++) {
        if (arr[i] > 0) {
            cout<< i << "" "";
            arr[i]--;
        }
    }

    cout<< ""\n"";
    cout<< n-cnt << ""\n"";

    for (i = mx; i >= 0; i--) {
        if (arr[i] > 0) {
            cout<< i << "" "";
            arr[i]--;
        }
    }
    cout<< ""\n"";
}

int main()
{
    int t = 1;
    //cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1144/problem/C,1000
36,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;
ll arr[200005], tmp[200005], num;

void solve()
{
    int n, m, i, j;
    ll fi, se;
    arr[0] = 0;
    cin>> n >> m;

    for (i = 1; i <= n; i++) {
        cin>> num;
        arr[i] = arr[i-1] + num;
    }

    for (i = 1; i <= m; i++)
        cin>> tmp[i];

    stack< pair<ll, ll> > s;
    for (i = n; i >= 1; i--) {
        s.push(make_pair(arr[i-1]+1, arr[i]));
    }

    bool found;
    for (i = 1; i <= m; i++) {
        num = tmp[i];

        found = false;
        while (!found) {
            fi = s.top().first;
            se = s.top().second;
            if (num >= fi && num <= se) {
                printf(""%d %lld\n"", n-s.size()+1, num-fi+1);
                found = true;
            }
            else
                s.pop();
        }
    }
}

int main()
{
    int t = 1;
    //cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/978/problem/C,1000
37,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, arr[2000], i, j;
    cin>> n;

    for (i = 1; i <= n; i++)
        cin>> arr[i];

    int cnt, id;
    for (i = 1; i <= n; i++) {
        cnt = 1;
        id = i;
        while (i != arr[id]) {
            cnt++;
            id = arr[id];
        }
        cout<< cnt << "" "";
    }
    cout<< ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1249/problem/B1,1000
38,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, k, i, j, num, arr[400];
    cin>> n >> k;
    for (i = 1; i <= n; i++)
        cin>> arr[i];

    deque<int> q;
    for (i = 1; i <= n; i++) {
        deque<int> q_copy;
        if (i == 1) {
            q.push_front(arr[i]);
            continue;
        }
        q_copy = q;
        bool found = false;
        while(!q_copy.empty()) {
            if (q_copy.front() == arr[i]) {
                found = true;
                break;
            }
            q_copy.pop_front();
        }

        if (found)
            continue;

        if (q.size() < k)
            q.push_front(arr[i]);
        else {
            q.pop_back();
            q.push_front(arr[i]);
        }

    }

    cout<< q.size() << ""\n"";
    while (!q.empty()) {
        cout<< q.front() << "" "";
        q.pop_front();
    }
    cout<< ""\n"";
}

int main()
{
    int t = 1;
    //cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1234/problem/B1,1000
39,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, num;
    priority_queue< int, vector<int>, greater<int> > pq;
    cin>> n;
    for (i = 1; i <= n; i++) {
        cin>> num;
        pq.push(num);
    }

    int d = 0;
    for (i = 1; i <= n; i++) {
        while (!pq.empty() && pq.top() < i)
            pq.pop();

        if (!pq.empty()) {
            pq.pop();
            d++;
        }
        else
            break;
    }
    cout<< d << ""\n"";
}

int main()
{
    int t = 1;
    //cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1165/problem/B,1000
40,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, arr[1000], prev = -1, s, e;
    cin>> n;
    for (i = 1; i <= n; i++)
        cin>> arr[i];

    int cnt = 0;
    vector< pair<int, int> > v;
    for (i = 2; i <= n-1; i++) {
        s = i-1;
        e = i+1;
        if (arr[s] == 1 && arr[i] == 0 && arr[e] == 1) {
            cnt++;
            arr[e] = 0;
        }
    }
    cout<< cnt << ""\n"";
}

int main()
{
    int t = 1;
    //cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1077/problem/B,1000
41,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, num, arr[200005], i, j, m, cnt;
    cin>> n;

    for (i = 1; i <= n; i++) {
        cin>> arr[i];
    }

    vector<int> v;
    v.push_back(INT_MAX);

    for (i = 1; i <= n; i++) {
        if (v.back() != arr[i])
            v.push_back(arr[i]);

    }
    v.push_back(INT_MAX);
    m = v.size();
    cnt = 0;

    for (i = 1; i < m-1; i++) {
        if (v[i] < v[i-1] && v[i] < v[i+1])
            cnt++;
    }

    if (cnt == 1)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1760/problem/D,1000
42,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    ll arr[201][201], rev[201][201], dia1[201][201], dia2[201][201], num, s1, s2, ans, val;
    int i, j, n, m, k, l;
    cin>> n >> m;

    for (i = 0, k = n-1; i < n; i++, k--) {
        for (j = 0, l = m-1; j < m; j++, l--) {
            cin>> num;
            arr[i][j] = num;
        }
    }


    ll sum[500], sum2[500];
    memset(sum, 0, sizeof(sum));
    map<ll, ll> mp;

    for (i = 0; i < n; i++) {
        for (j = 0; j < m; j++) {
            sum[i+j] += arr[i][j];
            mp[i-j] += arr[i][j];
        }
    }

    for (i = 0; i < n; i++) {
        for (j = 0; j < m; j++) {
            dia1[i][j] = sum[i+j];
            dia2[i][j] = mp[i-j];
        }
    }

    ans = -1;
    for (i = 0; i < n; i++) {
        for (j = 0; j < m; j++) {
            val = dia1[i][j] + dia2[i][j] - arr[i][j];
            ans = max(ans, val);
        }
    }
    cout<< ans << ""\n"";

}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1676/problem/D,1000
43,human,c++,"// Bismillah
#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

bool vowel(char ch) {
    return (ch == 'a' || ch == 'e');
}

bool consonant(char ch) {
    return (ch == 'b' || ch == 'c' || ch == 'd');
}

void solve()
{
    int n, i, j;
    string s;
    cin>> n >> s;
    vector<int> ans;

    for (i = 0; i < n-1; i++) {
        if (consonant(s[i]) && vowel(s[i+1]))
            ans.push_back(i);
    }
    //cout<< ans.size() << ""\n"";
    int m = ans.size();
//    if (m == 1)
//        cout<< s << ""\n"";

    vector<string> split;
    for (i = 0; i < m-1; i++)
    {
        int idx = ans[i];
        if (ans[i+1]-ans[i] == 3) {
            split.push_back(s.substr(idx, 3));
            //cout<< ""hi"" << ""\n"";
            //cout<< idx << "" "" << s.substr(idx, 3) << ""\n"";
        } else if (ans[i+1]-ans[i] == 2) {
            //cout<< idx << "" "" << ""bye"" << ""\n"";
            split.push_back(s.substr(idx, 2));
            //cout<< s.substr(idx, 2) << ""\n"";
        }
    }
    if (ans[m-1]+3 == n)
        split.push_back(s.substr(ans[m-1], 3));
    else
        split.push_back(s.substr(ans[m-1], 2));

    //cout<< split.size() << ""\n"";
    for (i = 0; i < m; i++) {
        cout<< split[i];
        if (i == m-1)
            cout<< ""\n"";
        else
            cout<< ""."";
    }
}

int main()
{
    int t = 1;
    ios_base::sync_with_stdio(false);
    cin.tie(0);
    cin>> t;
    while (t--)
        solve();
    return 0;
}
 ",author,https://codeforces.com/contest/1915/problem/D,900
44,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    ll xk, yk, xq, yq, a, b, x_val, y_val;
    cin>> a >> b >> xk >> yk >> xq >> yq;

    ll x[8] = {-b, b, a, a, -a, -a, b, -b};
    ll y[8] = {a, a, b, -b, -b, b, -a, -a};
    int i, j;
    set< pair<ll, ll> > p1, p2;
    for (i = 0; i < 8; i++) {
        x_val = xk + x[i];
        y_val = yk + y[i];
        //cout<< x_val << "" "" << y_val << ""\n"";
        p1.insert(make_pair(x_val, y_val));
    }
    //cout<< ""\n"";

    int cnt = 0;
    for (i = 0; i < 8; i++) {
        x_val = xq + x[i];
        y_val = yq + y[i];
        //cout<< x_val << "" "" << y_val << ""\n"";
        p2.insert(make_pair(x_val, y_val));
//        for (j = 0; j < p1.size(); j++) {
//            if (p1[j].first == x_val && p1[j].second == y_val) {
//                cnt += 1;
//                cout<<
//            }
//                // cnt += 1;
//        }
    }
//    //cout<< cnt << ""\n"";
//    cout<< ""\n\n"";
//    cout<< ""---------- "" << p1.size() << "" "" << p2.size() << ""\n"";
    set< pair<ll, ll> >::iterator it1, it2;
    for (it1 = p1.begin(); it1 != p1.end(); it1++) {
            //cout<< it1->first << "" "" << it1->second << ""\n"";

//        for (j = 0; j < p2.size(); j++) {
//            if (it->first == p2[first && p1[i].second == p2[j].second)
//                cnt += 1;
//        }
        for (it2 = p2.begin(); it2 != p2.end(); it2++) {
            if (it1->first == it2->first && it1->second == it2->second)
                cnt += 1;
        }
    }
    //cout<< ""------cnt "" << cnt << ""\n"";
    cout<< cnt << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1904/problem/A,900
45,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

ll arr[200005];

void solve()
{
    int n, k;
    ll x, mn, mx;
    cin>> n >> k >> x;

    mn = arr[k];
    mx = arr[n] - arr[n-k];
    if (x >= mn && x <= mx)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1, i;

    arr[0] = 0;
    for (i = 1; i <= 200000; i++)
        arr[i] = arr[i-1] + ll(i);

    cin>> t;
    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1878/problem/C,900
